company_permalink,acquirer_permalink,acquirer_name,acquirer_category_code,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,price_amount,price_currency_code,acquired_at,acquired_at_cleaned,id
/company/acinion,/company/juniper-networks,Juniper Networks,security,USA,CA,SF Bay,Sunnyvale,,USD,11/18/10,2010-11-18 00:00:00,873
/company/blade-network-technologies,/company/ibm,IBM,software,USA,NY,New York,Armonk,,USD,9/27/10,2010-09-27 00:00:00,874
/company/blideo,/company/espre-solutions,ESPRE Solutions,,USA,TX,Dallas,Dallas,,USD,11/3/08,2008-11-03 00:00:00,875
/company/blindtype,/company/google,Google,search,USA,CA,SF Bay,Mountain View,,USD,10/1/10,2010-10-01 00:00:00,876
/company/blink-booking,/company/groupon,Groupon,web,USA,IL,Chicago,Chicago,,USD,9/9/13,2013-09-09 00:00:00,877
/company/blinq-media,/company/gannett,Gannett,web,USA,VA,Washington DC,McLean,9.2E7,USD,8/10/12,2012-08-10 00:00:00,878
/company/blip,/company/maker-studios,Maker Studios,games_video,USA,CA,Los Angeles,Culver City,,USD,8/21/13,2013-08-21 00:00:00,879
/company/bliscy-pl,/company/myheritage,MyHeritage,social,ISR,,Or Yehuda,Or Yehuda,,USD,6/7/11,2011-06-07 00:00:00,880
/company/blo-gs,/company/automattic,Automattic,web,USA,CA,SF Bay,San Francisco,,USD,4/21/09,2009-04-21 00:00:00,881
/company/blockbeacon,/company/dun-bradstreet-credibility-corp,Dun & Bradstreet Credibility Corp.,finance,USA,CA,Los Angeles,Malibu,,USD,12/1/12,2012-12-01 00:00:00,882
/company/blockboard,/company/klout,Klout,social,USA,CA,SF Bay,San Francisco,,USD,2/7/12,2012-02-07 00:00:00,883
/company/blockbuster,/company/dish-network,Dish Network,games_video,,,unknown,,2.28E8,USD,4/6/11,2011-04-06 00:00:00,884
/company/blockdot,/company/media-general,Media General,,,,unknown,,,USD,7/23/05,2005-07-23 00:00:00,885
/company/blocksworld,/company/secondlife,Linden Lab,games_video,USA,CA,SF Bay,San Francisco,,USD,1/24/13,2013-01-24 00:00:00,886
/company/blogcritics,/company/technorati,Technorati,advertising,USA,CA,SF Bay,San Francisco,,USD,8/26/08,2008-08-26 00:00:00,887
/company/blogdigger,/company/odeo,Odeo,web,USA,NY,New York,New York,,USD,3/18/08,2008-03-18 00:00:00,888
/company/bloglines,/company/merchantcircle,MerchantCircle,web,USA,CA,SF Bay,Mountain View,,USD,11/4/10,2010-11-04 00:00:00,889
/company/bloglines,/company/ask-com,Ask.com,social,USA,CA,SF Bay,Oakland,1.0E7,USD,2/1/05,2005-02-01 00:00:00,890
/company/blogrunner,/company/newyorktimes,New York Times,news,USA,NY,New York,New York,,USD,2/6/06,2006-02-06 00:00:00,891
/company/bloomspot-com,/company/chase-banking-corporation,Chase Banking Corporation,,,,unknown,,,USD,12/21/12,2012-12-21 00:00:00,892
/company/bloomspot-com,/company/chase-corporation,Chase Corporation,,USA,MA,Bridgewater,Bridgewater,,USD,12/21/12,2012-12-21 00:00:00,893
/company/blue-barracuda,/company/draftfcb,Draftfcb,advertising,,,unknown,,,USD,5/5/11,2011-05-05 00:00:00,894
/company/blue-coat-systems,/company/rakuten-mediaforge,Rakuten mediaFORGE,advertising,USA,UT,Salt Lake City,Salt Lake City,1.3E9,USD,12/9/11,2011-12-09 00:00:00,895
/company/blue-lane-technologies,/company/vmware,VMware,software,USA,CA,SF Bay,Palo Alto,1.5E7,USD,11/30/08,2008-11-30 00:00:00,896
/company/blue-ocean-wireless,/company/stratos-global,Stratos Global,public_relations,USA,MD,Washington DC,Bethesda,,USD,7/21/11,2011-07-21 00:00:00,897
/company/blue-potato,/company/apkudo,Apkudo,mobile,USA,MD,Baltimore,Baltimore,,USD,11/25/13,2013-11-25 00:00:00,898
/company/blue-ribbon-soundworks,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,,USD,10/17/95,1995-10-17 00:00:00,899
/company/blue-ridge-numerics,/company/autodesk,Autodesk,software,USA,CA,SF Bay,San Rafael,3.9E7,USD,2/17/11,2011-02-17 00:00:00,900
/company/blue-state-digital,/company/wpp-digital,WPP Digital,other,GBR,,London,London,,USD,12/30/10,2010-12-30 00:00:00,901
/company/bluearc,/company/hitachi,Hitachi,public_relations,JPN,,Tokyo,Tokyo,,USD,9/7/11,2011-09-07 00:00:00,902
/company/bluefin-labs,/company/twitter,Twitter,social,USA,CA,SF Bay,San Francisco,8.0E7,USD,2/4/13,2013-02-04 00:00:00,903
/company/bluelithium,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,3.0E8,USD,9/4/07,2007-09-04 00:00:00,904
/company/bluenote-networks,/company/aspect-software,Aspect Software,software,USA,MA,Boston,Chelmsford,,USD,7/9/08,2008-07-09 00:00:00,905
/company/blueroads,/company/csg-openline,CSG Openline,software,,,unknown,,,USD,2/24/09,2009-02-24 00:00:00,906
/company/blueslice-networks,/company/tekelec-international,Tekelec International,public_relations,USA,NC,Raleigh-Durham,Morrisville,,USD,5/6/10,2010-05-06 00:00:00,907
/company/bluesprig,/company/iqnote-bluesprig,iQNote 1.1,software,USA,CA,SF Bay,San Francisco,1.0E7,USD,4/3/08,2008-04-03 00:00:00,908
/company/bluesq,/company/betfair,Betfair,web,GBR,,London,London,5000000.0,GBP,4/2/13,2013-04-02 00:00:00,909
/company/bluestone-software,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,,USD,1/18/01,2001-01-18 00:00:00,910
/company/blvd-status,/company/seoq,SEOQ,other,USA,DC,Washington DC,Washington,,USD,7/16/10,2010-07-16 00:00:00,911
/company/bmeye,/company/edwards-lifesciences,Edwards Lifesciences,biotech,USA,CA,Los Angeles,Irvine,,USD,10/10/12,2012-10-10 00:00:00,912
/company/bn-immunotherapeutics,/company/bavarian-nordic,Bavarian Nordic,,,,unknown,,,USD,11/11/09,2009-11-11 00:00:00,913
/company/bni-video,/company/cisco,Cisco,hardware,USA,CA,SF Bay,San Jose,9.9E7,USD,10/20/11,2011-10-20 00:00:00,914
/company/boatquest-com,/company/active-interest-media,Active Interest Media,web,USA,CA,Los Angeles,El Segundo,,USD,3/24/11,2011-03-24 00:00:00,915
/company/boca-pharmacal,/company/endo-health-solutions-2,Endo Health Solutions,biotech,USA,PA,Philadelphia,Malvern,2.25E8,USD,8/28/13,2013-08-28 00:00:00,916
/company/body-health-resources,/company/healthcentral,HealthCentral,health,USA,VA,Washington DC,Arlington,,USD,9/4/08,2008-09-04 00:00:00,917
/company/body-health-resources,/company/the-healthcentral-network,The HealthCentral Network,web,USA,VA,Washington DC,Arlington,,USD,9/4/08,2008-09-04 00:00:00,918
/company/bodybuilding-com,/company/libertymedia,Liberty Media,ecommerce,USA,CO,Denver,Englewood,1.0E8,USD,1/1/08,2008-01-01 00:00:00,919
/company/bodymedia,/company/jawbone,Jawbone,hardware,USA,CA,SF Bay,San Francisco,1.0E8,USD,5/1/13,2013-05-01 00:00:00,920
/company/bolsa-de-mulher,/company/batanga,Batanga Media,advertising,USA,FL,Miami,Coral Gables,,USD,2/20/13,2013-02-20 00:00:00,921
/company/bolt-peters,/company/facebook,Facebook,social,USA,CA,SF Bay,Menlo Park,5.0E7,USD,6/21/12,2012-06-21 00:00:00,922
/company/bomarinterconnect,/company/winchester-electronics,Winchester Electronics,hardware,USA,CT,Wallingford,Wallingford,,USD,8/7/13,2013-08-07 00:00:00,923
/company/bond-gmbh-and-co-kg-bond,/company/oclc,OCLC,other,USA,OH,Columbus,Dublin,4100000.0,EUR,4/18/11,2011-04-18 00:00:00,924
/company/bondfaro,/company/buscape,Buscap_,ecommerce,BRA,,Sao Paulo,Sao Paulo,,USD,5/1/06,2006-05-01 00:00:00,925
/company/bondfunds-com,/company/mitre-media-corp,Mitre Media Corp.,news,CAN,,Edmonton,Edmonton,,USD,10/30/12,2012-10-30 00:00:00,926
/company/bonfire-studios,/company/zynga,Zynga,games_video,USA,CA,SF Bay,San Francisco,6300000.0,USD,10/5/10,2010-10-05 00:00:00,927
/company/bookfinder,/company/abebooks,AbeBooks,web,CAN,,Victoria,Victoria,,USD,11/1/05,2005-11-01 00:00:00,928
/company/bookfresh,/company/sugar,POPSUGAR,web,USA,CA,SF Bay,San Francisco,,USD,6/9/10,2010-06-09 00:00:00,929
/company/bookhabit,/company/smashwords,Smashwords,web,USA,CA,SF Bay,Los Gatos,1000000.0,USD,11/19/09,2009-11-19 00:00:00,930
/company/booklink-technologies,/company/aol,AOL,news,USA,NY,New York,New York,,USD,12/1/94,1994-12-01 00:00:00,931
/company/bookmybest,/company/jetradar,JetRadar,web,HKG,,Hong Kong,Hong Kong,,USD,9/20/12,2012-09-20 00:00:00,932
/company/bookpages,/company/amazon,Amazon,ecommerce,USA,WA,Seattle,Seattle,,USD,10/15/98,1998-10-15 00:00:00,933
/company/booksurge,/company/amazon,Amazon,ecommerce,USA,WA,Seattle,Seattle,,USD,4/4/05,2005-04-04 00:00:00,934
/company/bookya,/company/lsl-ag,LSL Gruppe,ecommerce,,,unknown,,,USD,3/5/10,2010-03-05 00:00:00,935
/company/boomi,/company/dell,Dell,hardware,USA,TX,Austin,Round Rock,,USD,11/2/10,2010-11-02 00:00:00,936
/company/boomj,/company/time-lending-california,Time Lending California,,,,unknown,,,USD,10/23/07,2007-10-23 00:00:00,937
/company/boonty,/company/nexway,Nexway,ecommerce,FRA,,Nanterre cedex,Nanterre cedex,,USD,12/15/08,2008-12-15 00:00:00,938
/company/boorah,/company/intuit,Intuit,software,USA,CA,SF Bay,Mountain View,,USD,4/17/09,2009-04-17 00:00:00,939
/company/borderware-technologies,/company/watchguard,WatchGuard,software,USA,WA,Seattle,Seattle,,USD,8/4/09,2009-08-04 00:00:00,940
/company/bore-flex,/company/a-d-technologies,A-D Technologies,,USA,TN,Knoxville,Knoxville,,USD,1/21/11,2011-01-21 00:00:00,941
/company/borland,/company/micro-focus,Micro Focus,enterprise,GBR,,United Kingdom - Other,,7.5E7,USD,5/6/09,2009-05-06 00:00:00,942
/company/boston-biomedical,/company/dainippon-sumitomo,Dainippon Sumitomo,biotech,JPN,,Osaka,Osaka,,USD,2/29/12,2012-02-29 00:00:00,943
/company/bouncefire,/company/bizzibiz,BizziBiz,,USA,AZ,Phoenix,Scottsdale,,USD,5/17/11,2011-05-17 00:00:00,944
/company/boundaryles-brands,/company/private-capital,Private Capital,,,,unknown,,,USD,7/1/11,2011-07-01 00:00:00,945
/company/bovigen,/company/zoetis-2,Zoetis,biotech,,,unknown,,,USD,3/18/08,2008-03-18 00:00:00,946
/company/bowen-technical-solutions,/company/xlr8-technologies,xlr8 Technologies,enterprise,USA,NC,Raleigh-Durham,Cary,,USD,3/20/09,2009-03-20 00:00:00,947
/company/bowstreet,/company/ibm,IBM,software,USA,NY,New York,Armonk,,USD,12/20/05,2005-12-20 00:00:00,948
/company/box-office-mojo,/company/imdb,IMDB,web,USA,WA,Seattle,Seattle,,USD,7/7/08,2008-07-07 00:00:00,949
/company/boxby,/company/uship,uShip,transportation,USA,TX,Austin,Austin,,USD,6/22/10,2010-06-22 00:00:00,950
/company/boxcar,/company/processone,ProcessOne,software,FRA,,Paris,Paris,,USD,2/12/13,2013-02-12 00:00:00,951
/company/boxcar,/company/kwaga,Kwaga,messaging,FRA,,Paris,Paris,,USD,7/26/12,2012-07-26 00:00:00,952
/company/boxee,/company/samsung-electronics,Samsung Electronics,hardware,KOR,,TBD,Suwon,3.0E7,USD,7/3/13,2013-07-03 00:00:00,953
/company/boxing-oleochemicals,/company/akzonobel,AkzoNobel,other,NLD,,Amsterdam,Amsterdam,,USD,1/1/11,2011-01-01 00:00:00,954
/company/bpm-technology,/company/red-hat,Red Hat,software,USA,NC,Raleigh-Durham,Raleigh,,USD,8/29/12,2012-08-29 00:00:00,955
/company/bpr,/company/tetra-tech,Tetra Tech,consulting,USA,CA,Los Angeles,Pasadena,,USD,10/5/10,2010-10-05 00:00:00,956
/company/brabeion-software,/company/archer-technologies,Archer Technologies,enterprise,USA,KS,Kansas City,Overland Park,,USD,1/27/09,2009-01-27 00:00:00,957
/company/brachysciences,/company/biocompatibles-international,Biocompatibles International,biotech,GBR,,Weydon Lane,Weydon Lane,2.165E7,USD,7/25/08,2008-07-25 00:00:00,958
/company/bradford-college,/company/enterprise-study,Enterprise Study,software,GBR,,Cheltenham,Cheltenham,,USD,1/1/05,2005-01-01 00:00:00,959
/company/bradford-engineering,/company/moog,Moog,other,USA,NY,East Aurora,East Aurora,,USD,12/16/11,2011-12-16 00:00:00,960
/company/brandclick,/company/frazoo,Frazoo,advertising,,,unknown,,,USD,6/23/09,2009-06-23 00:00:00,961
/company/branded-payment-solutions,/company/planet-payment,Planet Payment,,,,unknown,,3100000.0,EUR,5/23/12,2012-05-23 00:00:00,962
/company/branded3,/company/st-ives,St Ives,,GBR,,London,London,,USD,5/16/13,2013-05-16 00:00:00,963
/company/brandmuscle,/company/riverside,Riverside Company,other,USA,GA,Atlanta,Atlanta,,USD,2/28/12,2012-02-28 00:00:00,964
/company/brandport,/company/livegamer,Live Gamer,games_video,USA,NY,New York,New York,,USD,7/19/11,2011-07-19 00:00:00,965
/company/brandrapport,/company/qobliq-group,QobliQ Group,advertising,GBR,,London,London,,USD,12/14/07,2007-12-14 00:00:00,966
/company/brands4friends,/company/ebay,eBay,ecommerce,USA,CA,SF Bay,San Jose,2.0E8,USD,12/20/10,2010-12-20 00:00:00,967
/company/brandspace,/company/promotion-space-group,Promotion Space Group,advertising,GBR,,Wilmslow,Wilmslow,,GBP,5/1/08,2008-05-01 00:00:00,968
/company/brandstack,/company/designcrowd,DesignCrowd,design,AUS,,Sydney,Sydney,,USD,12/20/11,2011-12-20 00:00:00,969
/company/brandtology,/company/media-monitors,Media Monitors,advertising,,,unknown,,,USD,2/17/11,2011-02-17 00:00:00,970
/company/bravo-health,/company/healthspring,HealthSpring,biotech,USA,TN,Nashville,Franklin,5.45E8,USD,8/30/10,2010-08-30 00:00:00,971
/company/breach-security,/company/trustwave,Trustwave Holdings,software,USA,IL,Chicago,Chicago,,USD,6/22/10,2010-06-22 00:00:00,972
/company/bread-labs,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,,USD,10/13/13,2013-10-13 00:00:00,973
/company/breadcrumb,/company/groupon,Groupon,web,USA,IL,Chicago,Chicago,,USD,5/30/12,2012-05-30 00:00:00,974
/company/breadcrumb,/company/groupon,Groupon,web,USA,IL,Chicago,Chicago,,USD,5/1/12,2012-05-01 00:00:00,975
/company/breakingpoint-systems,/company/ixia,IXIA,network_hosting,USA,CA,Los Angeles,Calabasas,1.6E8,USD,7/2/12,2012-07-02 00:00:00,976
/company/breakingviews,/company/thomson-reuters,Thomson Reuters,analytics,USA,NY,New York,New York,1.8E7,USD,10/14/09,2009-10-14 00:00:00,977
/company/breastfeeding-com,/company/xo-group,XO Group,social,USA,NY,New York,New York,,USD,1/14/09,2009-01-14 00:00:00,978
/company/breedlove-associates,/company/care-com,Care.com,web,USA,MA,Boston,Waltham,5.3899E7,USD,8/3/12,2012-08-03 00:00:00,979
/company/brentwood-media-group,/company/mirror-media-group,Mirror Media Group,,,,unknown,,,USD,8/1/13,2013-08-01 00:00:00,980
/company/bresnan-communications,/company/cablevision-systems,Cablevision Systems,public_relations,USA,NY,Bethpage,Bethpage,1.36E9,USD,6/14/10,2010-06-14 00:00:00,981
/company/brica,/company/munchkin,Munchkin,ecommerce,USA,CA,North Hills,North Hills,,USD,1/8/14,2014-01-08 00:00:00,982
/company/brickbox-digital-media,/company/kit-digital,KIT digital,games_video,CZE,,Prague,Prague,1.0E7,USD,9/24/10,2010-09-24 00:00:00,983
/company/brickfish,/company/social-mecca,Social Mecca,,,,unknown,,,USD,4/1/11,2011-04-01 00:00:00,984
/company/brickred-tecnologies,/company/3pillar-global,3Pillar Global,software,USA,VA,Washington DC,Fairfax,,USD,8/1/11,2011-08-01 00:00:00,985
/company/bridgeco,/company/smsc,SMSC,semiconductor,USA,NY,Hauppauge,Hauppauge,,USD,5/19/11,2011-05-19 00:00:00,986
/company/bridgeforward-software,/company/isoft-group,iSOFT Group,software,USA,,United States - Other,,1.49E7,USD,8/13/09,2009-08-13 00:00:00,987
/company/bridgelogix,/company/infor,Infor,enterprise,USA,NY,New York,New York,,USD,6/2/10,2010-06-02 00:00:00,988
/company/bridgepoint-medical,/company/boston-scientific,Boston Scientific,,USA,MA,Boston,Natick,,USD,9/19/12,2012-09-19 00:00:00,989
/company/bridgeport-networks,/company/counterpath,CounterPath Corporation,software,CAN,,Vancouver,"Vancouver, BC",,USD,2/5/08,2008-02-05 00:00:00,990
/company/bridgewater-systems,/company/amdocs,Amdocs,web,,,unknown,,,USD,6/17/11,2011-06-17 00:00:00,991
/company/bright-blue-solutions,/company/sms-management-technology,SMS Management & Technology,,AUS,,ACT,ACT,,USD,2/23/10,2010-02-23 00:00:00,992
/company/brightkite,/company/limbo,Limbo,mobile,USA,CA,SF Bay,Burlingame,,USD,4/7/09,2009-04-07 00:00:00,993
/company/brightmail-symantec,/company/symantec,Symantec,security,USA,CA,SF Bay,Mountain View,3.7E8,USD,5/4/04,2004-05-04 00:00:00,994
/company/brightnest,/company/angies-list,Angie's List,web,USA,IN,Indianapolis,Indianapolis,6300000.0,USD,8/2/13,2013-08-02 00:00:00,995
/company/brightstar-partners,/company/avnet,Avnet,hardware,USA,AZ,Phoenix,Phoenix,,USD,10/20/12,2012-10-20 00:00:00,996
/company/brightware,/company/interactive-intelligence-group,Interactive Intelligence Group,,USA,IN,Indianapolis,Indianapolis,,USD,4/2/12,2012-04-02 00:00:00,997
/company/brightwell-technology,/company/cell-biosciences,CellBiosciences,biotech,USA,CA,SF Bay,Santa Clara,9000000.0,USD,5/12/11,2011-05-12 00:00:00,998
/company/brijot-imaging-systems,/company/microsemi-corporation,Microsemi,semiconductor,USA,CA,Los Angeles,Aliso Viejo,,USD,7/25/11,2011-07-25 00:00:00,999
/company/brilliance-audio,/company/amazon,Amazon,ecommerce,USA,WA,Seattle,Seattle,,USD,5/23/07,2007-05-23 00:00:00,1000
/company/brilliant-semiconductor,/company/wt-microelectronics,WT Microelectronics,,TWN,,Taipei,Taipei,,USD,8/27/10,2010-08-27 00:00:00,1001
/company/bringit-com,/company/international-game-technology,International Game Technology,games_video,USA,NV,Reno,Reno,,USD,2/1/12,2012-02-01 00:00:00,1002
/company/brinkmat,/company/delivery-com,Delivery.com,ecommerce,USA,NY,New York,New York,,USD,6/4/13,2013-06-04 00:00:00,1003
/company/bristol-technology,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,,USD,2/5/07,2007-02-05 00:00:00,1004
/company/british-american-tobacco,/company/cn-creative,CN Creative,biotech,GBR,,Manchester,Manchester,5.0E7,GBP,12/1/12,2012-12-01 00:00:00,1005
/company/brixton-talbot-wolfe,/company/therp-sajik-enterprises,Therp Sajik Enterprises,ecommerce,USA,OH,Columbus,Columbus,3500000.0,USD,7/1/93,1993-07-01 00:00:00,1006
/company/broad-street-digital,/company/royaltyshare,RoyaltyShare,games_video,USA,CA,San Diego,San Diego,,USD,8/20/08,2008-08-20 00:00:00,1007
/company/broadband-technology-report,/company/pennwell-corporation,PennWell Corporation,advertising,USA,OK,Tulsa,Tulsa,,USD,1/3/12,2012-01-03 00:00:00,1008
/company/broadbus,/company/motorola-solutions,Motorola Solutions,enterprise,USA,IL,Chicago,Schaumburg,1.81E8,USD,7/25/06,2006-07-25 00:00:00,1009
/company/broadcast-media-monitoring,/company/metro-monitor,Metro Monitor,software,USA,AL,Birmingham,Birmingham,,USD,8/4/11,2011-08-04 00:00:00,1010
/company/broadcast-com,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,5.04E9,USD,11/1/99,1999-11-01 00:00:00,1011
/company/broadlight,/company/broadcom,Broadcom,mobile,USA,CA,Los Angeles,Irvine,2.3E8,USD,3/21/12,2012-03-21 00:00:00,1012
/company/broadstream-communications-inc,/company/vubiquity,Vubiquity,games_video,USA,VA,Washington DC,Reston,,USD,1/1/07,2007-01-01 00:00:00,1013
/company/bst-technology-group,/company/paratek,Paratek,mobile,USA,NH,Nashua,Nashua,,USD,3/6/09,2009-03-06 00:00:00,1014
/company/broadview-security,/company/tyco-international,Tyco International,other,USA,NJ,Princeton,Princeton,2.0E9,USD,1/18/10,2010-01-18 00:00:00,1015
/company/brokersweb-com,/company/healthcare-com,HealthCare.com,health,USA,FL,Miami,Miami,,USD,10/16/08,2008-10-16 00:00:00,1016
/company/brokersweb-com,/company/vantage-media,Vantage Media,advertising,USA,CA,Los Angeles,El Segundo,,USD,9/26/11,2011-09-26 00:00:00,1017
/company/browsercam,/company/gomez-inc,"Gomez, Inc.",consulting,USA,MA,Boston,Lexington,,USD,6/29/07,2007-06-29 00:00:00,1018
/company/bruce-artwick-organization,/company/microsoft,Microsoft,software,USA,WA,Seattle,Redmond,,USD,12/12/95,1995-12-12 00:00:00,1019
/company/brulant,/company/rosetta,Rosetta,enterprise,USA,NJ,Philadelphia,Hamilton,,USD,7/29/08,2008-07-29 00:00:00,1020
/company/brunet,/company/google,Google,search,USA,CA,SF Bay,Mountain View,,USD,12/31/05,2005-12-31 00:00:00,1021
/company/brute-squad-labs,/company/sendmail,Sendmail,software,USA,CA,SF Bay,Emeryville,,USD,1/1/04,2004-01-01 00:00:00,1022
/company/bt-d-technologies,/company/hewlett-packard,Hewlett-Packard,web,USA,CA,SF Bay,Palo Alto,,USD,9/20/93,1993-09-20 00:00:00,1023
/company/btendo,/company/stmicroelectronics,STMicroelectronics,semiconductor,CHE,,Geneva,Geneva,,USD,8/8/12,2012-08-08 00:00:00,1024
/company/btreated,/company/spafinder-wellness-inc,"Spafinder� Wellness, Inc.",advertising,USA,NY,New York,New York,,USD,7/1/12,2012-07-01 00:00:00,1025
/company/budcat-creations,/company/activision,Activision Blizzard,games_video,USA,CA,Los Angeles,Santa Monica,,USD,11/10/08,2008-11-10 00:00:00,1026
/company/bufferbox,/company/google,Google,search,USA,CA,SF Bay,Mountain View,,USD,11/30/12,2012-11-30 00:00:00,1027
/company/bugsense,/company/splunk,Splunk,software,USA,CA,SF Bay,San Francisco,,USD,9/16/13,2013-09-16 00:00:00,1028
/company/buildforge,/company/ibm,IBM,software,USA,NY,New York,Armonk,,USD,5/2/06,2006-05-02 00:00:00,1029
/company/building4media,/company/primestream-corp,Primestream Corp,software,USA,FL,Miami,Miami,,USD,7/14/10,2010-07-14 00:00:00,1030
/company/buka,/company/1c-company,1C Company,software,RUS,,Moscow,Moscow,8.0E7,USD,7/18/08,2008-07-18 00:00:00,1031
/company/bullfrog-productions,/company/electronicarts,Electronic Arts,games_video,USA,WA,SF Bay,Redwood City,,USD,1/6/95,1995-01-06 00:00:00,1032
/company/bullroarer,/company/ozura,Ozura World,finance,HKG,,Hong Kong - Other,,9000000.0,USD,10/1/10,2010-10-01 00:00:00,1033
/company/bulx,/company/dealyard-com,DealYard.com,ecommerce,USA,NY,Westbury,Westbury,,USD,8/1/11,2011-08-01 00:00:00,1034
/company/bump-technologies,/company/google,Google,search,USA,CA,SF Bay,Mountain View,3.0E7,USD,12/31/13,2013-12-31 00:00:00,1035
/company/bumpchat,/company/bump-com,BUMP Network,analytics,USA,CA,San Diego,La Jolla,,USD,5/24/11,2011-05-24 00:00:00,1036
/company/bumptop,/company/google,Google,search,USA,CA,SF Bay,Mountain View,3.5E7,USD,5/2/10,2010-05-02 00:00:00,1037
/company/burntsand,/company/opentext,OpenText,software,CAN,,Waterloo,"Waterloo, ON",1.1E7,CAD,4/26/10,2010-04-26 00:00:00,1038
/company/burstmedia,/company/blinkx,blinkx,games_video,USA,CA,SF Bay,San Francisco,1.85E7,GBP,4/8/11,2011-04-08 00:00:00,1039
/company/burton-group,/company/gartner,Gartner,consulting,,,unknown,,5.6E7,USD,1/5/10,2010-01-05 00:00:00,1040
/company/bus-tech,/company/emc,EMC,enterprise,USA,MA,Boston,Hopkinton,,USD,11/10/10,2010-11-10 00:00:00,1041
/company/buscape,/company/naspers,Naspers,public_relations,ZAF,,Cape Town,cape town,3.74E8,USD,10/5/09,2009-10-05 00:00:00,1042
/company/bushnell,/company/alliant-techsystems,Alliant Techsystems,manufacturing,USA,MD,Baltimore,Baltimore,9.85E8,USD,11/4/13,2013-11-04 00:00:00,1043
/company/business-credit-services,/company/corporation-service-company,Corporation Service Company,consulting,USA,DE,Willmington,Wilmington,,USD,9/18/08,2008-09-18 00:00:00,1044
/company/business-engine,/company/planview,Planview,software,USA,TX,Austin,Austin,,USD,2/13/10,2010-02-13 00:00:00,1045
/company/business-technology-solutions,/company/net-work,Net@Work,consulting,USA,NY,New York,New York,,USD,11/18/08,2008-11-18 00:00:00,1046
/company/business-vitals,/company/earthlink,EarthLink,web,USA,GA,Atlanta,Atlanta,,USD,8/2/11,2011-08-02 00:00:00,1047
/company/business-wire,/company/berkshire-hathaway-corp,Berkshire Hathaway Corp.,,USA,NE,Omaha,Omaha,,USD,1/1/06,2006-01-01 00:00:00,1048
/company/business-com,/company/resource-nation,Resource Nation,ecommerce,,,unknown,,,USD,2/16/11,2011-02-16 00:00:00,1049
/company/businessedge-solutions,/company/emc,EMC,enterprise,USA,MA,Boston,Hopkinton,,USD,8/30/07,2007-08-30 00:00:00,1050
/company/businessfellows-com,/company/invesdor-oy,Invesdor,enterprise,FIN,,Helsinki,Helsinki,,USD,6/14/12,2012-06-14 00:00:00,1051
/company/businessfinance-com,/company/internet-brands,Internet Brands,web,USA,CA,Los Angeles,El Segundo,,USD,7/29/09,2009-07-29 00:00:00,1052
/company/businessmart-com,/company/internet-brands,Internet Brands,web,USA,CA,Los Angeles,El Segundo,,USD,7/29/09,2009-07-29 00:00:00,1053
/company/busted-coverage,/company/coed-media-group,Coed Media Group,public_relations,USA,NY,New York,New York,,USD,5/3/11,2011-05-03 00:00:00,1054
/company/butterfield-butterfield,/company/ebay,eBay,ecommerce,USA,CA,SF Bay,San Jose,,USD,4/26/99,1999-04-26 00:00:00,1055
/company/butterfly-software,/company/ibm,IBM,software,USA,NY,New York,Armonk,,USD,9/24/12,2012-09-24 00:00:00,1056
/company/buy-at,/company/aol,AOL,news,USA,NY,New York,New York,1.25E8,USD,2/1/08,2008-02-01 00:00:00,1057
/company/buy-com,/company/rakuten,Rakuten,web,JPN,,Tokyo,Tokyo,2.5E8,USD,5/20/10,2010-05-20 00:00:00,1058
/company/buyster,/company/wayfair,Wayfair,ecommerce,USA,MA,Boston,Boston,,USD,9/20/11,2011-09-20 00:00:00,1059
/company/buywithme,/company/gilt-city,Gilt City,ecommerce,,,unknown,,,USD,11/2/11,2011-11-02 00:00:00,1060
/company/buyyourfriendadrink-com,/company/livingsocial,LivingSocial,ecommerce,USA,DC,Washington DC,Washington D.C.,,USD,4/1/09,2009-04-01 00:00:00,1061
/company/buzzgain,/company/meltwater,Meltwater,software,USA,CA,SF Bay,San Francisco,4000000.0,USD,2/24/10,2010-02-24 00:00:00,1062
/company/buzzmetrics,/company/nielsen,Nielsen,web,USA,NY,New York,New York,,USD,1/1/06,2006-01-01 00:00:00,1063
/company/buzznumbers,/company/sentia-media,Sentia Media,,,,unknown,,,USD,8/22/12,2012-08-22 00:00:00,1064
/company/bzzster,/company/shareaholic,Shareaholic,web,USA,MA,Boston,Boston,,USD,3/1/09,2009-03-01 00:00:00,1065
/company/www-buzztracker-com,/company/yahoo,Yahoo!,web,USA,CA,SF Bay,Sunnyvale,,USD,9/14/07,2007-09-14 00:00:00,1066
/company/bzzagent,/company/dunnhumby,dunnhumby,other,GBR,,London,"Ealing, London",6.0E7,USD,5/23/11,2011-05-23 00:00:00,1067
