评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
我国非物质文化遗产保护工作【原则】是：政府主导、社会参与，明确职责、形成合力;长远规划、分步实施，点面结合、讲求实效。我国非物质文化遗产保护工作的【指导方针】是：保护为主、抢救第一、合理利用、传承发展。——《国务院办公厅关于加强我国非物质文化遗产保护工作的意见》（国办发〔2005〕18号）《中华人民共和国非物质文化遗产法》规定了非物质文化遗产保护的“三项制度”，分别是【调查制度】、【代表性项目名录制度】、【传承与传播制度】。【活态传承】，是指在非物质文化遗产生成发展的环境当中进行保护和传承，在人民群众生产生活过程当中进行传承与发展的传承方式。活态传承能达到非物质文化遗产保护的【终极目的】，是区别于以现代科技手段对非物质文化遗产进行“博物馆”式的保护，用文字、音像、视频的方式记录非物质文化遗产项目的方方面面的方式。一项内容并不需要成为全世界独一无二才能被称为文化遗产。它是劳动人民代代相传的智慧结晶，值得我们保护和发扬。不管是稀有的“大熊猫” 还是家里的“小花狗” ，我们都要好好爱护。就像自然保护区的概念一样，【文化生态保护区】旨在保护独特而持久的地方性文化系统，即“文化生态系统”。2007年以来，中国政府已经建立了23个国家级文化生态实验保护区。传承、保护、守正、创新。我们一起加油[热词系列_好耶],2022-03-02 01:23:36,3,评论,我国非物质文化遗产保护工作【原则】是：政府主导、社会参与，明确职责、形成合力;长远规划、分步实施，点面结合、讲求实效。我国非物质文化遗产保护工作的【指导方针】是：保护为主、抢救第一、合理利用、传承发展。—《国务院办公厅关于加强我国非物质文化遗产保护工作的意见》（国办发〔205〕18号）《中华人民共和国非物质文化遗产法》规定了非物质文化遗产保护的“三项制度”，分别是【调查制度】、【代表性项目名录制度】、【传承与传播制度】。【活态传承】，是指在非物质文化遗产生成发展的环境当中进行保护和传承，在人民群众生产生活过程当中进行传承与发展的传承方式。活态传承能达到非物质文化遗产保护的【终极目的】，是区别于以现代科技手段对非物质文化遗产进行“博物馆”式的保护，用文字、音像、视频的方式记录非物质文化遗产项目的方面的方式。一项内容并不需要成为全世界独一无二才能被称为文化遗产。它是劳动人民代相传的智慧结晶，值得我们保护和发扬。不管是稀有的“大熊猫” 还是家里的“小花狗” ，我们都要好爱护。就像自然保护区的概念一样，【文化生态保护区】旨在保护独特而持久的地方性文化系统，即“文化生态系统”。207年以来，中国政府已经建立了23个国家级文化生态实验保护区。传承、保护、守正、创新。我们一起加油,0.9986
给我上去！,2022-03-02 02:51:41,6,回复,给我上去！,0.6359
上去吧你[热词系列_锤][给心心],2022-03-04 22:18:48,4,回复,上去吧你,0.3489
给我上去,2022-03-08 02:48:53,5,回复,给我上去,0.61
这个独竹漂是非常危险的，我大学社团的朋友就是练这个的时候出意外去世的，所以一定一定得注意安全,2022-03-05 02:50:24,6,评论,这个独竹漂是非常危险的，我大学社团的朋友就是练这个的时候出意外去世的，所以一定得注意安全,0.5301
非遗保护，我们都在行动(ง •̀_•́)ง,2022-03-02 13:50:56,3,评论,非遗保护，我们都在行动(ง •̀_•́)ง,0.9561
以前看到的都是仙气飘飘的独竹漂，今天刷到了展示独竹漂失败的视频，有了灵感写个随笔吧。视频小姐姐加油《有感》雾漫空谷竹漂孤，雨湿桃花落碧湖。万顷凌波非易事，十年功苦尚开途。,2022-02-27 18:18:28,5,评论,以前看到的都是仙气飘的独竹漂，今天刷到了展示独竹漂失败的视频，有了灵感写个随笔吧。视频小姐加油《有感》雾漫空谷竹漂孤，雨湿桃花落碧湖。万顷凌波非易事，十年功苦尚开途。,0.0647
好！,2022-03-02 22:42:59,4,回复,好！,0.8846
大家都说“纵一苇之所如，凌万顷之茫然”，我觉得“飘飘乎如遗世独立，羽化而登仙”更合适。[脱单doge],2022-03-05 21:52:10,3,评论,大家都说“纵一苇之所如，凌万顷之茫然”，我觉得“飘乎如遗世独立，羽化而登仙”更合适。,0.6215
只要看到手艺人，非遗，都有一大堆人在那刷，小心韩国，什么时候中国的独特文化是用来讽刺的了?要是在这么发展下去，别说手艺不手艺了，一提起这个就只能想起韩国，没人会想学习独特手艺了，个人观点，不喜勿喷,2022-02-27 00:00:39,3,评论,只要看到手艺人，非遗，都有一大堆人在那刷，小心韩国，什么时候中国的独特文化是用来讽刺的了?要是在这么发展下去，别说手艺不手艺了，一提起这个就只能想起韩国，没人会想学习独特手艺了，个人观点，不喜勿喷,0.0105
某种程度上相当于一种玩烂梗，看多了就会觉得烦躁…,2022-02-28 09:59:41,6,回复,某种程度上相当于一种玩烂梗，看多了就会觉得烦躁…,0.0464
回复 @艾利_a :小西八做法也确实让人恶心啊,2022-03-09 13:12:30,4,回复,回复 @艾利_a :小西八做法也确实让人恶心啊,0.0291
啊，之前我有幸到现场当了某期《开讲吧》的观众，当时的嘉宾之一就是杨柳小姐姐。而她通过视频向我们展现的独竹漂让人眼前一亮、惊艳四方、印象深刻。加上小姐姐的故事分享和小撒及其他嘉宾在舞台上进行的各种尝试，更让我感受到了这非遗技艺练就的不容易。所以真的祝愿这份非遗技艺终有一天能够被更多世人知晓并传承下去吧！,2022-02-26 22:41:18,3,评论,啊，之前我有幸到现场当了某期《开讲吧》的观众，当时的嘉宾之一就是杨柳小姐。而她通过视频向我们展现的独竹漂让人眼前一亮、惊艳四方、印象深刻。加上小姐的故事分享和小撒及其他嘉宾在舞台上进行的各种尝试，更让我感受到了这非遗技艺练就的不容易。所以真的祝愿这份非遗技艺终有一天能够被更多世人知晓并传承下去吧！,0.9949
很简单，根据自身体重，找好竹子上受力点，然后轻轻站上去就可以咕噜咕噜咕噜咕噜咕噜咕噜咕噜,2022-02-26 16:45:05,5,评论,很简单，根据自身体重，找好竹子上受力点，然后轻站上去就可以咕噜,0.8533
水不要钱也不能随便喝啊[傲娇],2022-02-28 18:49:35,4,回复,水不要钱也不能随便喝啊,0.1023
韩国怎么偷？境内有够宽的河么？漂在满是伟哥的“汉”“江”上么？,2022-02-25 22:24:42,5,评论,韩国怎么偷？境内有够宽的河么？漂在满是伟哥的“汉”“江”上么？,0.0116
韩国：up是韩国人！,2022-02-26 18:42:25,3,回复,韩国：up是韩国人！,0.3468
经过韩国文化专家研究，这个姑娘有韩国血统，所以理应是我们韩国的非遗文化遗产思密达！[doge],2022-02-26 18:51:53,4,回复,经过韩国文化专家研究，这个姑娘有韩国血统，所以理应是我们韩国的非遗文化遗产思密达！,0.5834
汉字都被拿去申遗，只有你想不到没有它们做不到的,2022-02-28 21:52:52,5,回复,汉字都被拿去申遗，只有你想不到没有它们做不到的,0.4699
先让自己人知道吧,2022-03-02 22:44:51,6,评论,先让自己人知道吧,0.2
在都匀剑江经常看到一对父女练习，但水太急了，也可能是年纪小，小女孩总是摔倒，但那位父亲很耐心，一遍一遍教，小女孩也摔倒了又爬上去，站起来，一遍又一遍，可能这就是传承是热爱,2022-02-28 22:25:04,4,评论,在都匀剑江经常看到一对父女练习，但水太急了，也可能是年纪小，小女孩总是摔倒，但那位父亲很耐心，一遍教，小女孩也摔倒了又爬上去，站起来，一遍又一遍，可能这就是传承是热爱,0.994
xdm我已经开始学独竹漂了，待我学成归来[歪嘴],2022-03-04 22:00:32,5,评论,xdm我已经开始学独竹漂了，待我学成归来,0.9572
加油，学来了踹我一下，等着结果呢,2022-03-08 12:52:09,2,回复,加油，学来了踹我一下，等着结果呢,0.3455
下雨的时候大家都会本能的去躲雨，可有些东西在温室里永远也开不出花[跪了]看up这个视频我看见了被实现的梦想！,2022-03-02 01:25:22,6,评论,下雨的时候大家都会本能的去躲雨，可有些东西在温室里永远也开不出花看up这个视频我看见了被实现的梦想！,0.9856
外国人惊呼:还说你们不会武功![点赞],2022-03-02 10:47:20,3,评论,外国人惊呼:还说你们不会武功!,0.2805
姐姐注意安全,2022-03-03 10:52:19,5,评论,姐注意安全,0.838
独竹漂是一定要在雨天玩的吗？,2022-03-06 08:26:16,5,评论,独竹漂是一定要在雨天玩的吗？,0.2152
[冰墩墩]传承非遗，你我同在[雪容融],2022-03-03 14:07:06,2,评论,,0.5678
咱下次挑一个晴天不好吗[囧],2022-03-06 14:16:25,4,评论,咱下次挑一个晴天不好吗,0.1763
下雨天还是少表演，别感冒了[鸡腿][鸡腿],2022-02-27 13:08:47,2,评论,下雨天还是少表演，别感冒了,0.5609
一苇渡江明明就是韩国的东西思密达，你们中国又偷我们的文化说是你们自己的思密达，你看，偷过去了你们也学不好思密达，不像我们，我们根本不这么搞，所以你们没证据说我们不会思密达,2022-03-05 20:23:24,4,评论,一苇渡江明就是韩国的东西思密达，你们中国又偷我们的文化说是你们自己的思密达，你看，偷过去了你们也学不好思密达，不像我们，我们根本不这么搞，所以你们没证据说我们不会思密达,0.0046
很努力，也很赞，但不得不说需要创新。。（也行比较难听，但时代就这样。。即使加点后期特效也好，参考张含亮老师。基础够了，也得秀起来）,2022-02-24 18:04:15,4,评论,很努力，也很赞，但不得不说需要创新。（也行比较难听，但时代就这样。即使加点后期特效也好，参考张含亮老师。基础够了，也得秀起来）,0.9751
这不一样，张含亮在地上可以自由的行动，这个在水里是很难拍摄的。,2022-02-25 14:54:25,6,回复,这不一样，张含亮在地上可以自由的行动，这个在水里是很难拍摄的。,0.6878
点水竹乘，屹立青面，回眸浅笑，乃千古文化,2022-03-05 23:21:15,3,评论,点水竹乘，屹立青面，回眸浅笑，乃千古文化,0.9368
在申了 思密达,2022-02-26 15:55:58,3,评论,在申了 思密达,0.2861
注意安全，很美加油。,2022-02-27 09:56:53,5,评论,注意安全，很美加油。,0.9905
已收录“我和我的祖国”,2022-03-05 00:54:00,4,评论,已收录“我和我的祖国”,0.7093
我们之前英语周报上出现了姐姐！！！！姐姐好棒！！！,2022-03-04 15:00:19,3,评论,我们之前英语周报上出现了姐！姐好棒！,0.9956
这是韩国的（然后就一堆人来科普，最后别人就那你们科普的去申遗了）,2022-03-03 00:54:50,4,评论,这是韩国的（然后就一堆人来科普，最后别人就那你们科普的去申遗了）,0.2102
[跪了][跪了][跪了],2022-03-03 00:31:24,6,评论,,0.5678
挤挤就有前排了,2022-02-24 16:11:53,5,评论,挤就有前排了,0.3395
刚做过一篇英语阅读就是这个bamboo drifting好巧(✪▽✪),2022-02-28 00:25:57,4,评论,刚做过一篇英语阅读就是这个bambo drifting好巧(✪▽✪),0.9307
建议你试试苗族的服装再加上吹笛子  一定很棒   下雨天更搭,2022-02-26 04:30:52,5,评论,建议你试苗族的服装再加上吹笛子 一定很棒 下雨天更搭,0.9775
为独竹漂设计一个节目吧，比如说两个人在竹子上摆出动作的武侠片，或者恋人触碰不到距离的爱情片，有故事性，有变化，才能算是一个精彩的表演，而不是一次纯粹的渡河！,2022-02-26 17:06:15,5,评论,为独竹漂设计一个节目吧，比如说两个人在竹子上摆出动作的武侠片，或者恋人触碰不到距离的爱情片，有故事性，有变化，才能算是一个精彩的表演，而不是一次纯粹的渡河！,0.5363
韩国：这个不错，这个是我们的了外国人：不就是站在竹子上面吗？键盘侠:音乐不行中国人：纵一苇之所如，凌万顷之茫然,2022-03-04 23:21:27,3,评论,韩国：这个不错，这个是我们的了外国人：不就是站在竹子上面吗？键盘侠:音乐不行中国人：纵一苇之所如，凌万顷之茫然,0.4291
看up主那么努力我居然找不到任何理由不画画[大哭][大哭][大哭],2022-03-03 23:21:42,4,评论,看up主那么努力我居然找不到任何理由不画,0.1149
这是啥，好怪[doge],2022-03-03 13:54:46,2,评论,这是啥，好怪,0.2416
@刘哔电影,2022-03-03 10:02:54,6,评论,@刘哔电影,0.9532
加油[打call],2022-03-03 09:33:32,5,评论,加油,0.9596
在申了思密达[doge],2022-03-03 06:40:16,5,评论,在申了思密达,0.2435
封号斗罗，恐怖如斯,2022-03-03 00:58:03,3,评论,封号斗罗，恐怖如斯,0.231
我感觉我直接抱着竹竿能沉下去,2022-03-02 21:35:42,4,评论,我感觉我直接抱着竹竿能沉下去,0.4062
注意安全啊姐姐！身体注意！照顾好自己！！,2022-03-02 19:57:15,4,评论,注意安全啊姐！身体注意！照顾好自己！,0.9842
在申了思密达[OK],2022-03-02 15:59:13,5,评论,在申了思密达,0.2435
提前插眼，等你封神那天,2022-03-02 00:02:19,4,评论,提前插眼，等你封神那天,0.6247
刚刚翻了up发的挺多视频，下面评论有说想看失败的情况，up很宠粉地拍了，还拍得相当有艺术感，跟这个BGM绝配，爱了爱了[大哭],2022-03-02 00:09:25,4,评论,刚翻了up发的挺多视频，下面评论有说想看失败的情况，up很宠粉地拍了，还拍得相当有艺术感，跟这个BGM绝配，爱了,0.995
不是非要雨天练习，而是她们风雨无阻,2022-02-26 20:57:36,5,评论,不是非要雨天练习，而是她们风雨无阻,0.6771
天冷了，小心防韩[doge][doge],2022-02-26 19:42:40,2,评论,天冷了，小心防韩,0.1129
我信一苇渡江是真的了[微笑],2022-02-26 16:21:10,6,评论,我信一苇渡江是真的了,0.3708
像极了为梦想努力的样子，无数次摔倒自己偷偷爬起来再战，从不被理解，不被认可，苦涩艰辛只有自己品味，总有一天，我们会迎来光,2022-02-26 12:06:37,5,评论,像极了为梦想努力的样子，无数次摔倒自己偷爬起来再战，从不被理解，不被认可，苦涩艰辛只有自己品味，总有一天，我们会迎来光,0.9724
我的天，这得多冷啊，还下着雨。真辛苦。加油💪,2022-02-27 12:35:48,3,评论,我的天，这得多冷啊，还下着雨。真辛苦。加油💪,0.9686
不知道姐姐有木有外网账号，想看评论了[OK][妙啊][妙啊][妙啊][妙啊][妙啊],2022-02-25 14:40:16,5,评论,不知道姐有木有外网账号，想看评论了,0.1264
全是思密达(bushi,2022-02-26 17:27:21,5,回复,全是思密达(bushi,0.3254
要是电视剧里有这种场景就好了，感觉很适合那种年代感老剧。我小时候特别爱看电视剧女主吹叶笛的镜头。[吃瓜],2022-02-26 11:57:18,4,评论,要是电视剧里有这种场景就好了，感觉很适合那种年代感老剧。我小时候特别爱看电视剧女主吹叶笛的镜头。,0.911
快申遗,2022-02-26 15:52:34,5,评论,快申遗,0.8203
这个真的很难，希望大家能助力这门技艺传承下去,2022-02-28 10:42:08,4,评论,这个真的很难，希望大家能助力这门技艺传承下去,0.5873
以为放根竹子我们就看不出这是水上漂了[傲娇]？,2022-02-26 14:39:14,5,评论,以为放根竹子我们就看不出这是水上漂了？,0.0619
在雨中一次次掉下去再站起来又配孤勇者也太好哭了[大哭][大哭][大哭],2022-02-26 11:22:01,4,评论,在雨中一次掉下去再站起来又配孤勇者也太好哭了,0.641
注意安全呀,2022-02-24 16:16:56,5,评论,注意安全呀,0.6535
这个不用太着急申遗，偷国它学不会[歪嘴],2022-03-09 13:16:12,5,评论,这个不用太着急申遗，偷国它学不会,0.662
虽然很好国粹，但是太危险了[思考],2022-03-09 10:50:44,2,评论,虽然很好国粹，但是太危险了,0.5262
申遗思密达！[doge],2022-03-09 13:58:16,6,评论,申遗思密达！,0.6252
记得打码，过几天就是偷国的了,2022-02-26 16:00:27,6,评论,记得打码，过几天就是偷国的了,0.8458
在偷了思密达[doge],2022-02-26 15:15:29,5,评论,在偷了思密达,0.0964
这是什么非遗啊?少数名族的吗？,2022-03-06 12:46:30,5,评论,这是什么非遗啊?少数名族的吗？,0.0267
上热搜了！[冰墩墩],2022-02-26 17:21:56,6,评论,上热搜了！,0.6228
坏了，更难和外国人解释了[doge][doge][doge],2022-03-09 11:51:32,4,评论,坏了，更难和外国人解释了,0.0589
你一声春不晚，我就到了真江南,2022-03-08 09:31:19,3,评论,你一声春不晚，我就到了真江南,0.2648
up主@杨柳独竹漂 这个视频展示的，其实应该是她的轻功水上漂，而不是独竹漂[滑稽]只是up练的好像还不够熟练，有时候失败了[滑稽],2022-03-08 19:29:10,3,评论,up主@杨柳独竹漂 这个视频展示的，其实应该是她的轻功水上漂，而不是独竹漂,0.3925
弹幕里说   梅开二度   的，有意思吗？人家跌倒两次说梅开二度？把你机灵的，梅开二度意思是寡妇再嫁，后来被足球解说不恰当地用来说进俩球，你搁这说人家女孩跌倒梅开二度，真是绝了。。。,2022-02-26 02:11:06,4,评论,弹幕里说 梅开二度 的，有意思吗？人家跌倒两次说梅开二度？把你机灵的，梅开二度意思是寡妇再嫁，后来被足球解说不恰当地用来说进俩球，你搁这说人家女孩跌倒梅开二度，真是绝了。,0.0208
辛苦了！无人能偷的绝技[点赞][点赞][点赞][点赞][点赞],2022-03-07 19:28:12,4,评论,辛苦了！无人能偷的绝技,0.9666
一苇渡江～,2022-03-06 23:20:11,5,评论,一苇渡江～,0.6711
总有一天，我会看到中国非遗冠于全世界!,2022-03-06 17:24:57,2,评论,总有一天，我会看到中国非遗冠于全世界!,0.8774
想学,2022-03-06 17:16:50,2,评论,想学,0.6389
宇宙韩警告[doge][doge],2022-03-06 11:32:59,4,评论,宇宙韩警告,0.0957
所以为啥不等雨停了再练？人身安全第一呀！,2022-03-06 09:32:21,5,评论,所以为啥不等雨停了再练？人身安全第一呀！,0.1158
吓死我了这个音乐（我刚刚看助眠音量最大来着 一退出就刷到这个视频了[藏狐]）,2022-03-07 13:19:55,5,评论,吓死我了这个音乐（我刚看助眠音量最大来着 一退出就刷到这个视频了）,0.4292
加油！,2022-03-07 01:00:28,5,评论,加油！,0.9475
莫听穿林打叶声，何妨吟啸且徐行。,2022-03-06 13:19:55,5,评论,莫听穿林打叶声，何妨吟啸且徐行。,0.5873
加油⛽,2022-03-06 11:39:58,2,评论,加油⛽,0.9399
挺你呀，风雨中的姑娘,2022-03-06 08:33:27,3,评论,挺你呀，风雨中的姑娘,0.8879
