评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
专业就是关于这方面的，最近的课程就是在做漆器，想说做漆艺的真的不容易，尤其是还会大漆过敏，得漆疮，现在手臂和脸全肿着的，又疼又麻又痒（100只蚊子在咬你还不能挠的感觉），但是漆器是真好看啊，每一个步骤又让我那么沉迷，看着器皿一点点从手中脱胎而出，用水磨的功夫一点点放出光彩，心中也很自豪，我国的传统漆艺那么美，那么好，可惜知道的人那么少，和别人说大漆，别人都不知道是什么东西。唉，要不是过敏反应太严重，以后都想没事做一点漆器。,2017-11-03 02:24:56,5,评论,专业就是关于这方面的，最近的课程就是在做漆器，想说做漆艺的真的不容易，尤其是还会大漆过敏，得漆疮，现在手臂和脸全肿着的，又疼又麻又痒（10只蚊子在咬你还不能挠的感觉），但是漆器是真好看啊，每一个步骤又让我那么沉迷，看着器皿一点从手中脱胎而出，用水磨的功夫一点放出光彩，心中也很自豪，我国的传统漆艺那么美，那么好，可惜知道的人那么少，和别人说大漆，别人都不知道是什么东西。唉，要不是过敏反应太严重，以后都想没事做一点漆器。,0.9999
没什么好说的，加油吧兄弟。,2017-11-03 07:12:44,5,回复,没什么好说的，加油吧兄弟。,0.0035
我想问一下，做漆器不能用合成染料来做吗？用合成染料来替代会过敏的大漆，不是好多了吗？,2020-04-21 16:16:28,5,回复,我想问一下，做漆器不能用合成染料来做吗？用合成染料来替代会过敏的大漆，不是好多了吗？,0.9998
回复 @在路上Tu :可以是可以，但是用大漆制作的物品上百年都不会腐坏，是可以当传家宝的，并且大漆本身是无毒的，现代的工业材料并没有办法替代大漆的特性，就像工艺品和艺术品的区别一样,2020-04-21 21:41:42,5,回复,回复 @在路上Tu :可以是可以，但是用大漆制作的物品上百年都不会腐坏，是可以当传家宝的，并且大漆本身是无毒的，现代的工业材料并没有办法替代大漆的特性，就像工艺品和艺术品的区别一样,0.0028
ummmmm做漆器什么的，大多数的人对生漆是过敏的，就算后来经常碰该过敏还是过敏，所以做的人不多，话说能不能不要啥事都怪国家？前阵子袁隆平老先生的事情明明有发表，你们自己不关注跑去看明星，过几天发现了就怪国家不关注，看见些什么非物质文化遗产，知道的人或者做的人不多，又跑来怪国家，说国家这怎么了那怎么了，你要国家咋整哦，天天啥事不干就在那告诉你，哎今天发生了什么，哎这儿有什么非物质文化遗产要人继承你快去，电视天天啥都不放就放纪录片新闻好了，可就算是这样，二十四个字还有人不记得，就算记得了也只是会背，有的事靠自觉，别啥事都说：还不是因为国家不关注不宣传。你自己不在意不做国家说再多也很没辙谢谢了有的事情是国家做的不好，但什么事都怪国家就是你有毛病了吧【无奈脸,2017-11-03 08:35:21,6,评论,um做漆器什么的，大多数的人对生漆是过敏的，就算后来经常碰该过敏还是过敏，所以做的人不多，话说能不要啥事都怪国家？前阵子袁隆平老先生的事情明有发表，你们自己不关注跑去看明星，过几天发现了就怪国家不关注，看见些什么非物质文化遗产，知道的人或者做的人不多，又跑来怪国家，说国家这怎么了那怎么了，你要国家咋整哦，天啥事不干就在那告诉你，哎今天发生了什么，哎这儿有什么非物质文化遗产要人继承你快去，电视天啥都不放就放纪录片新闻好了，可就算是这样，二十四个字还有人不记得，就算记得了也只是会背，有的事靠自觉，别啥事都说：还不是因为国家不关注不宣传。你自己不在意不做国家说再多也很没辙谢了有的事情是国家做的不好，但什么事都怪国家就是你有毛病了吧【无奈脸,0.9998
←_←然而袁老的事早了多久 那时候早就关注过了…………只不过前段时间营销号又故意拿出来编了个新闻想搞事趁热度,2017-11-03 09:23:03,6,回复,←_←然而袁老的事早了多久 那时候早就关注过了…只不过前段时间营销号又故意拿出来编了个新闻想搞事趁热度,0.0013
回复 @星辰stars:不是呀，袁老那件事是九月底的事情，然后过了几天鹿晗的事情出来了，大概再过了一个星期，一堆营销号出来了，就冒出一堆人在那儿balabalabala（ ’ - ’ * ),2017-11-03 11:07:32,6,回复,回复 @星辰stars:不是呀，袁老那件事是九月底的事情，然后过了几天鹿晗的事情出来了，大概再过了一个星期，一堆营销号出来了，就冒出一堆人在那儿bala（ ’ - ’ * ),0.0019
就像抹茶一样，是源自中国的，传到日本去了，现在又传回来了。并不是因为中国人不重视传统，是因为古代抹茶做起来太麻烦，费时费力，只能供达官显贵享用，影响农业税收，所以被朱元璋禁止了。现在科技发展了，抹茶才又重新回归。很多非遗也是这样，生产工艺繁琐，不适应现代化的生产方式，价格也不是平常人能接受的，以前大家连饭都吃不饱，更何况这种费时费力偏物质享受的东西呢？不是因为**消亡，而是因为不能适应工业化批量的生产方式才会逐渐消亡的。现在物质条件好了，大家才能在b站上说这说那的，才有条件欣赏这些艺术不是吗？,2017-11-12 00:31:52,3,评论,就像抹茶一样，是源自中国的，传到日本去了，现在又传回来了。并不是因为中国人不重视传统，是因为古代抹茶做起来太麻烦，费时费力，只能供达官显贵享用，影响农业税收，所以被朱元璋禁止了。现在科技发展了，抹茶才又重新回归。很多非遗也是这样，生产工艺繁琐，不适应现代化的生产方式，价格也不是平常人能接受的，以前大家连饭都吃不饱，更何况这种费时费力偏物质享受的东西呢？不是因为*消亡，而是因为不能适应工业化批量的生产方式才会逐渐消亡的。现在物质条件好了，大家才能在b站上说这说那的，才有条件欣赏这些艺术不是吗？,0.003
感觉抹茶和中国古代的点茶，分茶还是有区别的，中国好像不会把茶叶磨那么细，而且讲究茶汤的颜色，和茶叶的品类。,2020-07-02 11:52:00,5,回复,感觉抹茶和中国古代的点茶，分茶还是有区别的，中国好像不会把茶叶磨那么细，而且讲究茶汤的颜色，和茶叶的品类。,0.9999
中国的在北宋是最盛，叫点茶，做好了是雪白色还可以在上面写字画画，特别好看，，，我学过[微笑][微笑],2020-10-02 15:26:06,4,回复,中国的在北宋是最盛，叫点茶，做好了是雪白色还可以在上面写字画，特别好看，我学过,0.9998
回复 @一颗水龙果 :哇塞，好浪漫呀,2021-01-25 00:13:45,5,回复,回复 @一颗水龙果 :哇塞，好浪漫呀,0.0035
japan啥意思跟我们有啥关系？上下五千年的历史需要欧美国家去定义？？欧美觉得是日本的就是日本的了？文化自信呢？我们可是四大文明古国来着！而且是传承保护最完好的，说实话欧美一些国家的历史还没中国历史的零头多,2017-11-10 09:43:58,6,评论,japan啥意思跟我们有啥关系？上下五千年的历史需要欧美国家去定义？欧美觉得是日本的就是日本的了？文化自信呢？我们可是四大文明古国来着！而且是传承保护最完好的，说实话欧美一些国家的历史还没中国历史的零头多,0.0016
我们中国在这个世界的棋盘上下了几千年了。其中对手换了几个，然而我们可是都没下场那。,2017-11-10 12:58:33,6,回复,我们中国在这个世界的棋盘上下了几千年了。其中对手换了几个，然而我们可是都没下场那。,0.9999
被世界称为Japan，世界是谁？欧美国家算什么？他们说是日本就是日本了？我们说是中国的就是中国的，它本来也就是中国的,2019-10-25 12:07:39,5,回复,被世界称为Japan，世界是谁？欧美国家算什么？他们说是日本就是日本了？我们说是中国的就是中国的，它本来也就是中国的,0.9999
回复 @蕾姆亲亲拉姆 :给你加个狗头[doge][doge],2020-02-18 14:48:19,5,回复,回复 @蕾姆亲拉姆 :给你加个狗头,0.0025
我还不会写字的时候就知道漆器起源中国而且只有贵族用得起，真照标题说的被世界命名为日本工艺，那肯定是传承与宣传力度不足，才让“世界”如此无知。自然不赞同漆器被认为是日本创造，但同样反感见到被日本传承与发扬的工艺或文化就跳脚的行为。最简单的，漆器起源中国但可以说日本漆器与中国漆器技与魂完全相同吗；和服起源吴服，但和服与吴服一样吗；尺八源自中国，但日本音乐家的尺八因中国而吹奏的吗。根源不能否认，可凭根源概括否定流传否定结果太过自大。文化是世界的工艺是世界的，起源决定不了什么，传承才是根本，只有起源没有传承不算工艺。我从来不会因为“尺八明明是中国乐器将它发扬光大的却是日本”一类觉得惆怅或者不甘，有传承者我便高兴，传承者是中国人还是日本人我都不在乎。工艺没有那么单纯，非要用国界定义不过是虚荣不过是狭隘。在起源地传承也好在起源地失传也好，原由众多，然而归根结底不过是其在起源地是否被需要而已。某个时代将它抛弃了，也可能某个时代又将它捡起，要是捡不起来了的同时发现还有一直没抛弃它的人，不应该感到高兴吗，为什么首先就要揪着国界不放呢。与其跳脚与其伤春悲秋，不如踏踏实实选一种学习。即将失传又无人传承的工艺，比被他国传承的工艺，更多得多啊。本国人无人眷顾他国也未得传承的那些，才是真正该为之悲伤的。,2017-11-03 21:25:46,6,评论,我还不会写字的时候就知道漆器起源中国而且只有贵族用得起，真照标题说的被世界命名为日本工艺，那肯定是传承与宣传力度不足，才让“世界”如此无知。自然不赞同漆器被认为是日本创造，但同样反感见到被日本传承与发扬的工艺或文化就跳脚的行为。最简单的，漆器起源中国但可以说日本漆器与中国漆器技与魂完全相同吗；和服起源吴服，但和服与吴服一样吗；尺八源自中国，但日本音乐家的尺八因中国而吹奏的吗。根源不能否认，可凭根源概括否定流传否定结果太过自大。文化是世界的工艺是世界的，起源决定不了什么，传承才是根本，只有起源没有传承不算工艺。我从来不会因为“尺八明是中国乐器将它发扬光大的却是日本”一类觉得惆怅或者不甘，有传承者我便高兴，传承者是中国人还是日本人我都不在乎。工艺没有那么单纯，非要用国界定义不过是虚荣不过是狭隘。在起源地传承也好在起源地失传也好，原由众多，然而归根结底不过是其在起源地是否被需要而已。某个时代将它抛弃了，也可能某个时代又将它捡起，要是捡不起来了的同时发现还有一直没抛弃它的人，不应该感到高兴吗，为什么首先就要揪着国界不放呢。与其跳脚与其伤春悲秋，不如踏实选一种学习。即将失传又无人传承的工艺，比被他国传承的工艺，更多得多啊。本国人无人眷顾他国也未得传承的那些，才是真正该为之悲伤的。,0.9999
那是，，，英国佬如果这样念念不忘，那看见乒乓球还不要哭死╮(￣▽￣)╭,2017-11-20 07:34:57,6,回复,那是，英国佬如果这样念不忘，那看见乒乓球还不要哭死╮(￣▽￣)╭,0.9998
之所以觉得可惜 是因为他是我们璀璨文化里的一部分 一个不可或缺的部分 代表了我们曾经的繁荣 就算现在不需要了 那也是祖先们智慧的结晶 调漆选料都是他们一次一次试出来的 被人学去了就归到他们身上 后辈们有啥资格说不在意 艺术无国界？？？正如你所说 这门手艺能走多远全靠传承与宣传力度 因为当初创造的那位人 放心的把手艺交给了后辈 如今他国学去了就要归到他们 你觉得人家会开心？？？ 你没资格 他们更没资格 这要靠我们国家去争取  难道我们有一天在油画的水平上登峰造极 就能把油画用china命名？？？,2018-09-23 15:15:47,4,回复,之所以觉得可惜 是因为他是我们璀璨文化里的一部分 一个不可或缺的部分 代表了我们曾经的繁荣 就算现在不需要了 那也是祖先们智慧的结晶 调漆选料都是他们一次试出来的 被人学去了就归到他们身上 后辈们有啥资格说不在意 艺术无国界？正如你所说 这门手艺能走多远全靠传承与宣传力度 因为当初创造的那位人 放心的把手艺交给了后辈 如今他国学去了就要归到他们 你觉得人家会开心？ 你没资格 他们更没资格 这要靠我们国家去争取 难道我们有一天在油画的水平上登峰造极 就能把油画用china命名？,0.9999
回复 @第八个受害者 :问题在于乒乓球是实力差距，中国的很多东西失传都是不重视，不珍惜。到失去了或着被别的国家传承了的时候才后悔,2019-12-10 12:50:28,6,回复,回复 @第八个受害者 :问题在于乒乓球是实力差距，中国的很多东西失传都是不重视，不珍惜。到失去了或着被别的国家传承了的时候才后悔,0.0014
看了评论区你们就会知道，最让人心痛的不是文化的流逝，不是技艺的失传，而是我们称之为同胞的国人，凡见到此类报道，首先想到的不是如何去传承发扬，而且先批评指责，不去认识，不去欣赏，把所有古老的技艺都当做糟粕，连去看一眼的兴趣都没有，等到别的国家提起了，又跑过来夸这技术多么的好，顺便指责国人不重视，没人传承，丢人现眼。漆雕是，昆曲是，针灸是，各种节庆也是，但凡挂个国字，在某类人眼中就是差的代表，不求你们去了解发扬，至少看到宣传自己国家的东西的视频时，别光顾着骂人，说个好字不行嘛？自己老祖宗传下的东西，就这么让你们觉得丢人？,2017-11-11 03:33:40,5,评论,看了评论区你们就会知道，最让人心痛的不是文化的流逝，不是技艺的失传，而是我们称之为同胞的国人，凡见到此类报道，首先想到的不是如何去传承发扬，而且先批评指责，不去认识，不去欣赏，把所有古老的技艺都当做糟粕，连去看一眼的兴趣都没有，等到别的国家提起了，又跑过来夸这技术多么的好，顺便指责国人不重视，没人传承，丢人现眼。漆雕是，昆曲是，针灸是，各种节庆也是，但凡挂个国字，在某类人眼中就是差的代表，不求你们去了解发扬，至少看到宣传自己国家的东西的视频时，别光顾着骂人，说个好字不行嘛？自己老祖宗传下的东西，就这么让你们觉得丢人？,0.002
说得好 视频的弹幕也糟心啊 第一时间是撕逼视频标题的时候有没有七千年,2017-11-11 10:05:15,6,回复,说得好 视频的弹幕也糟心啊 第一时间是撕逼视频标题的时候有没有七千年,0.9998
没毛病就是这样，去保护传承和心痛的是一类人，去嘲讽马后炮跪舔的是一类人，第二类人真是当**还要立牌坊，恶心的想吐,2017-11-12 00:23:21,5,回复,没毛病就是这样，去保护传承和心痛的是一类人，去嘲讽马后炮跪舔的是一类人，第二类人真是当*还要立牌坊，恶心的想吐,0.0017
说得好，在指责的时候估计把他自己也是个中国人也忘了,2020-01-10 19:22:58,5,回复,说得好，在指责的时候估计把他自己也是个中国人也忘了,0.0019
这个标题还真是。。。。(~_~;)上次学校讲座正好有讲。其实完全不是被抢什么的。。就跟中国被命名为china陶瓷一样。漆器是当时日本最热销的工艺品。而当时中国的漆器虽然也有出口。但风头远不及陶瓷。所以不是漆器被命名为japan。而是日本被命名为漆器。。而且事实是漆器工艺在中国断层巨大。很多都是建国后重新从日本韩国越南学回来的。没错原本是我们自己的东西。但自己弄丢了。就要认。邻国有的备份也是一件好事啊。弄得那么对立干啥。。现在是人家领先了。那就跟人家学习嘛。这种浮躁好胜也是自信不足没有底气的表现吧。。然后不仅漆器。传统工艺要复兴靠的不是鼓励大家去学。是要鼓励大家去买吖。。工匠也要吃饭要养家也想双十一剁个手。结婚也要买房父母也会生病。结果赚的钱还不够买材料工具怎么可能坚持下去呢。。,2018-11-05 12:23:09,6,评论,这个标题还真是。(~_~;)上次学校讲座正好有讲。其实完全不是被抢什么的。就跟中国被命名为china陶瓷一样。漆器是当时日本最热销的工艺品。而当时中国的漆器虽然也有出口。但风头远不及陶瓷。所以不是漆器被命名为japan。而是日本被命名为漆器。而且事实是漆器工艺在中国断层巨大。很多都是建国后重新从日本韩国越南学回来的。没错原本是我们自己的东西。但自己弄丢了。就要认。邻国有的备份也是一件好事啊。弄得那么对立干啥。现在是人家领先了。那就跟人家学习嘛。这种浮躁好胜也是自信不足没有底气的表现吧。然后不仅漆器。传统工艺要复兴靠的不是鼓励大家去学。是要鼓励大家去买吖。工匠也要吃饭要养家也想双十一剁个手。结婚也要买房父母也会生病。结果赚的钱还不够买材料工具怎么可能坚持下去呢。,0.0019
是呀，但说这是日本的，就是错误的。,2019-11-02 17:44:11,4,回复,是呀，但说这是日本的，就是错误的。,0.9978
……不是，有些漆器制作工艺，日本都没有的，去学什么昂，中国就算一匹瘦骆驼，那也有制漆的大家昂,2021-08-07 03:22:39,6,回复,…不是，有些漆器制作工艺，日本都没有的，去学什么昂，中国就算一匹瘦骆驼，那也有制漆的大家昂,0.0015
中国漆器水平高于日本，并没有断掉,2021-08-21 19:03:21,5,回复,中国漆器水平高于日本，并没有断掉,0.423
漆器叫Japan只不过是单纯历史上欧亚贸易的货源地问题。不是中国技术不好也不是日本的精良，更加没有什么在哪辉煌这种狗屁一样的事情。单纯仅仅只是欧洲人买漆器的货源地是日本，就这么简单。跟中国的荷兰豆荷兰的中国豆一个意思，货源地问题。难道因为名字就叫荷兰豆就是荷兰诞生的?在荷兰叫中国豆就是中国的骄傲?mdzz吧很多疾病命名也只是用地名或者人名。用地名难道疾病就是那里诞生或者最多?用人名难道就是他第一个发现或者他发现的最多?都不见得，也许只是恰好起了这么个名然后传开了就像我们都知道小明一样难道小明他爸就要在这瞎逼逼自己不出名?mdzz[芮小凸小凹_无聊],2017-11-06 12:55:52,6,评论,漆器叫Japan只不过是单纯历史上欧亚贸易的货源地问题。不是中国技术不好也不是日本的精良，更加没有什么在哪辉煌这种狗屁一样的事情。单纯仅只是欧洲人买漆器的货源地是日本，就这么简单。跟中国的荷兰豆荷兰的中国豆一个意思，货源地问题。难道因为名字就叫荷兰豆就是荷兰诞生的,0.9999
不愧5级大佬，现在低龄化严重啊,2017-11-10 08:58:51,5,回复,不愧5级大佬，现在低龄化严重啊,0.8841
比如阿拉伯数字不是阿拉伯人发明的，而是印度发明的,2019-10-12 21:35:44,5,回复,比如阿拉伯数字不是阿拉伯人发明的，而是印度发明的,0.3403
回复 @殿春簃 :对……刚想发个评论……,2019-10-16 12:24:42,6,回复,回复 @殿春簃 :对…刚想发个评论…,0.0015
其实不光韩国在抢夺中国文化遗产，日本也抢，只不过日本阴险，先学会然后就不承认是向你学习的，他会说他加入了创新的东西已经不是原来的东西了，然后还要说都什么年代了还讲起源。日本人学了中国不少文化，但是尊师重道一直学不会，这是日本人的本性，日本人还想将太极拳申遗，就去陈家沟拍摄过几次就敢说自己是太极拳真正的传人。去日本网上看看，像什么日本才是中华文化的真正继承者之类的说法几乎就是主流，外表谦逊的日本人，内在十足伪善，实实在在的伪君子，但凡日本人向中国学习什么东西就不应该教给他们，忘恩负义简直就是他们的本性。,2019-03-14 23:47:56,5,评论,其实不光韩国在抢夺中国文化遗产，日本也抢，只不过日本阴险，先学会然后就不承认是向你学习的，他会说他加入了创新的东西已经不是原来的东西了，然后还要说都什么年代了还讲起源。日本人学了中国不少文化，但是尊师重道一直学不会，这是日本人的本性，日本人还想将太极拳申遗，就去陈家沟拍摄过几次就敢说自己是太极拳真正的传人。去日本网上看，像什么日本才是中华文化的真正继承者之类的说法几乎就是主流，外表谦逊的日本人，内在十足伪善，实在的伪君子，但凡日本人向中国学习什么东西就不应该教给他们，忘恩负义简直就是他们的本性。,0.0019
可惜现在许多人被动漫洗脑，一直站在日本的角度看世界，他们还真以为唐朝文化在日本呢，说实话怪谁呢？慕洋犬这么多还不是当初上面普及的结果！老是宣传外国比中国强多少！什么日本孩子夏令营比中国强，这些该死的公知不少都是高学历，目的就是不让我们建立民族自信心！幸好我清醒着，一直以自己民族为荣，不得不说，某些汉奸藏得深度,2019-04-09 10:35:35,4,回复,可惜现在许多人被动漫洗脑，一直站在日本的角度看世界，他们还真以为唐朝文化在日本呢，说实话怪谁呢？慕洋犬这么多还不是当初上面普及的结果！老是宣传外国比中国强多少！什么日本孩子夏令营比中国强，这些该死的公知不少都是高学历，目的就是不让我们建立民族自信心！幸好我清醒着，一直以自己民族为荣，不得不说，某些汉奸藏得深度,0.9999
现代的中国文化宣传力度一直在日韩之下，西方人均眼瞎罢了。,2019-09-09 11:30:38,6,回复,现代的中国文化宣传力度一直在日韩之下，西方人均眼瞎罢了。,0.9999
韩国更可恶,2020-04-27 12:33:04,3,回复,韩国更可恶,0.0455
欧美就是很歧视中国传统艺术，在知乎上看到一个外国留学的艺术生答主说中国传统美术在课本上只是一带而过，而日本的浮世绘却有很多课时的详细介绍。而且日本明治维新后比中国先对洋人开放，很多中国传过去的东西他们第一次在日本见到就用日本命名了,2017-11-03 14:11:21,6,评论,欧美就是很歧视中国传统艺术，在知乎上看到一个外国留学的艺术生答主说中国传统美术在课本上只是一带而过，而日本的浮世绘却有很多课时的详细介绍。而且日本明治维新后比中国先对洋人开放，很多中国传过去的东西他们第一次在日本见到就用日本命名了,0.9998
不是歧视，是对“中国”的害怕，恐惧，带入到对中华有关的东西能减少普及就减少，他们知道中国曾经的强大，不论艺术，文化，生产以及军事，而由于近代百年中国没落时列强对中国的所做所为，他们怕中国现在复兴后复仇（欧洲是靠抢劫得到的资本，对他们来说不懂中华的包容文化），而自己在没落，没能力阻止中国重新领导世界潮流。然后就只能自欺欺人，减少对中华传统文化的输入。但现在随着中国的影响力变大，年轻一代对中国的好奇心越来越强，这种情况会逐渐变少甚至消失。,2017-11-03 18:09:06,6,回复,不是歧视，是对“中国”的害怕，恐惧，带入到对中华有关的东西能减少普及就减少，他们知道中国曾经的强大，不论艺术，文化，生产以及军事，而由于近代百年中国没落时列强对中国的所做所为，他们怕中国现在复兴后复仇（欧洲是靠抢劫得到的资本，对他们来说不懂中华的包容文化），而自己在没落，没能力阻止中国重新领导世界潮流。然后就只能自欺人，减少对中华传统文化的输入。但现在随着中国的影响力变大，年轻一代对中国的好奇心越来越强，这种情况会逐渐变少甚至消失。,0.0017
偶像的破灭，人一般会两极分化：一种不信，继续吹，另一种则会成黑子，不管偶像干了什么先喷一次。国家也是这样，当那时的欧洲大军来到清朝发现这与想像中领先世界几百年，拥有几千年文明，土地富饶，人人富有，军事强大的人文古国不同，偶像塌了，他们全成了喷子，这也就是如今的情况，即使中国复兴了，他们也不愿相信。,2017-11-03 18:24:10,6,回复,偶像的破灭，人一般会两极分化：一种不信，继续吹，另一种则会成黑子，不管偶像干了什么先喷一次。国家也是这样，当那时的欧洲大军来到清朝发现这与想像中领先世界几百年，拥有几千年文明，土地富饶，人富有，军事强大的人文古国不同，偶像塌了，他们全成了喷子，这也就是如今的情况，即使中国复兴了，他们也不愿相信。,0.9999
而且从传统艺术方面，古时欧美贵族可是以有中国的瓷器丝绸为荣，甚至崇拜中国。他们对中国的“歧视”只是在清末列强时，遇上了没落时的中国，与他们梦中的遍地黄金的东方古国差距太大。,2017-11-03 18:16:22,6,回复,而且从传统艺术方面，古时欧美贵族可是以有中国的瓷器丝绸为荣，甚至崇拜中国。他们对中国的“歧视”只是在清末列强时，遇上了没落时的中国，与他们梦中的遍地黄金的东方古国差距太大。,0.9999
说白了还是国民自身就不太重视这些  举个例子 曜变天目釉 中国宋代的瓷器制作工艺  是陶瓷中难度最高最繁复的釉种  后来宋灭亡曜变天目釉也随之失传  现在全世界流传下来的宋代曜变天目只有三件 都在日本  日本人将其称为国宝  广东潮州有一位陶瓷大师历经23年 自己出资1.5亿  重新研发出曜变天目釉  然而却无人问津 大师也面临破产的境地  不得不说是悲哀,2017-11-03 12:31:51,5,评论,说白了还是国民自身就不太重视这些 举个例子 曜变天目釉 中国宋代的瓷器制作工艺 是陶瓷中难度最高最繁复的釉种 后来宋灭亡曜变天目釉也随之失传 现在全世界流传下来的宋代曜变天目只有三件 都在日本 日本人将其称为国宝 广东潮州有一位陶瓷大师历经23年 自己出资1.5亿 重新研发出曜变天目釉 然而却无人问津 大师也面临破产的境地 不得不说是悲哀,0.0021
还有个更讽刺的是 潮州的陶瓷大师在15年就重现了曜变天目釉的制作工艺 却无人问津  而在今年 有个日本人也研究出了曜变天目釉的工艺而被称为曜变天目之父   只能说呵呵了,2017-11-03 12:39:19,5,回复,还有个更讽刺的是 潮州的陶瓷大师在15年就重现了曜变天目釉的制作工艺 却无人问津 而在今年 有个日本人也研究出了曜变天目釉的工艺而被称为曜变天目之父 只能说呵了,0.9998
回复 @Teochew :唉，这也就因为日本跟西方国家接轨，文化宣传强势而已。,2019-09-09 11:28:53,6,回复,回复 @Teochew :唉，这也就因为日本跟西方国家接轨，文化宣传强势而已。,0.0027
回复 @Teochew :我多年前看过期节目，好像说的就是这个大师，当时觉得太厉害了。没想到大师后续竟如此惨淡，很唏嘘…,2022-01-16 21:52:13,5,回复,回复 @Teochew :我多年前看过期节目，好像说的就是这个大师，当时觉得太厉害了。没想到大师后续竟如此惨淡，很唏嘘…,0.0016
好歹是日本，人家还承认这是中国的技艺……要是到韩国手上[小电视_发愁],2017-11-11 16:32:31,6,评论,好歹是日本，人家还承认这是中国的技艺…要是到韩国手上,0.0021
你对我大韩帝国的文化技艺有意见么(｀・ω・´),2017-11-11 16:56:09,6,回复,你对我大韩帝国的文化技艺有意见么(｀・ω・´),0.999
