评论内容,评论时间,评论人等级,评论类型,评论内容-新,情感分值
其实我小时候也想着去学点非遗手艺，就是找不到地方学，还是老老实实读书[脸红],2022-02-08 17:13:48,5,评论,其实我小时候也想着去学点非遗手艺，就是找不到地方学，还是老实读书,0.9998
听姥姥说以前我们村子里还有来唱戏的，那时候听得懂戏文的人比比皆是，现在倒好…,2022-02-10 00:33:49,3,回复,听姥说以前我们村子里还有来唱戏的，那时候听得懂戏文的人比皆是，现在倒好…,0.9732
回复 @bili_58357112930 :国家非物质文化遗产网站有 传承人的名录。自己去找。你先确定，你有没有那个耐心去学这玩意，别觉得很简单。,2022-02-10 11:14:09,5,回复,回复 @bili_5835712930 :国家非物质文化遗产网站有 传承人的名录。自己去找。你先确定，你有没有那个耐心去学这玩意，别觉得很简单。,0.0026
估计还是人家不愿意外传,2022-02-08 21:02:14,3,评论,估计还是人家不愿意外传,0.0065
学非遗国家有补助。,2022-02-09 14:08:20,5,回复,学非遗国家有补助。,0.9985
不外传最好啊[笑哭][笑哭]看看韩国，这种基本都有指定的继承人的,2022-02-24 19:08:41,5,回复,不外传最好啊看韩国，这种基本都有指定的继承人的,0.001
中国文化博大精深 有的真不知道是什么…所以 你倒是标题 或者封面上写上是啥 那个地区之类的啊[辣眼睛],2022-02-07 11:54:13,5,评论,中国文化博大精深 有的真不知道是什么…所以 你倒是标题 或者封面上写上是啥 那个地区之类的啊,0.9999
缂丝,2022-02-08 20:09:37,6,回复,缂丝,0.707
回复 @读作月半半的古月虫枼 :谢谢，这就去瞅瞅,2022-02-09 05:28:05,5,回复,回复 @读作月半的古月虫枼 :谢，这就去瞅,0.0019
小姑娘确实很厉害，但是这种也的的确确需要有门路去学，不像画画舞蹈这种报个班就能学到的。一般都是传承的吧，而且也有可能不外传。,2022-02-10 10:25:34,5,评论,小姑娘确实很厉害，但是这种也的确需要有门路去学，不像画舞蹈这种报个班就能学到的。一般都是传承的吧，而且也有可能不外传。,0.9998
缂丝织物吗,2022-02-07 10:49:02,5,评论,缂丝织物吗,0.1878
姐妹遍地跑。哪里都能见到姐妹[tv_大哭],2022-02-08 16:39:42,4,回复,姐妹遍地跑。哪里都能见到姐妹,0.9995
同担贴贴～,2022-02-08 20:48:31,3,回复,同担贴～,0.8835
回复 @顾谨醒梦在止何 :躺板板,2022-02-08 22:00:57,5,回复,回复 @顾谨醒梦在止何 :躺板,0.0027
像我们这些没大旗扛的，只能在大包和大锅之间换着扛[辣眼睛],2022-02-09 13:12:50,5,评论,像我们这些没大旗扛的，只能在大包和大锅之间换着扛,0.0031
我肯定没这个耐心。坐不住。,2022-02-08 23:53:32,5,评论,我肯定没这个耐心。坐不住。,0.9789
刚划走，回来补句NB，满级小孩！！！[脱单doge][吃瓜][脱单doge],2022-02-08 23:21:45,3,评论,刚划走，回来补句NB，满级小孩！,0.1534
厉害了加油,2022-02-06 19:44:38,5,评论,厉害了加油,0.9587
学习也好学好呀[OK][打call],2022-02-06 19:45:18,5,回复,学习也好学好呀,0.9993
农村年纪大一点的人基本上都会，我也是小时候见过村里的奶奶婶婶们织过,2022-03-03 22:20:11,4,评论,农村年纪大一点的人基本上都会，我也是小时候见过村里的奶婶们织过,0.0014
没头没尾，甚至这个非遗是什么都没说清楚[吃瓜],2022-03-02 21:31:14,4,评论,没头没尾，甚至这个非遗是什么都没说清楚,0.0026
现在才知道这个要手脚并用。,2022-02-11 10:32:41,4,评论,现在才知道这个要手脚并用。,0.1576
想学，但没钱去学，也没有时间去学,2022-02-10 12:12:51,5,评论,想学，但没钱去学，也没有时间去学,0.9992
漂亮,2022-02-09 22:39:28,3,评论,漂亮,0.9679
像我这种织个毛线，织到下一行发现上一行编错了的人，不适合细活儿，不然像这样细的丝线，发现上一排出错了得多崩溃,2022-02-09 12:34:29,6,评论,像我这种织个毛线，织到下一行发现上一行编错了的人，不适合细活儿，不然像这样细的丝线，发现上一排出错了得多崩溃,0.0013
好樣,2022-02-07 12:20:14,5,评论,好樣,0.8112
太棒了，看到了传承,2022-02-06 22:15:27,5,评论,太棒了，看到了传承,0.9999
这孩子不上学吗？[疑惑],2022-03-05 15:02:15,5,评论,这孩子不上学吗？,0.01
说近视的，咋不考虑少玩点手机啊,2022-03-04 20:39:33,4,评论,说近视的，咋不考虑少玩点手机啊,0.0039
加油，棒棒哒,2022-03-03 13:30:12,3,评论,加油，棒哒,0.9998
一定要传承下去,2022-03-02 22:34:36,2,评论,一定要传承下去,0.9989
没有门路学。,2022-03-02 16:44:06,6,评论,没有门路学。,0.1279
这个已经被偷了…之前看见外国人开了这种店不确定是不是一模一样的东西,2022-03-02 15:38:04,5,评论,这个已经被偷了…之前看见外国人开了这种店不确定是不是一模一样的东西,0.0021
做成奢侈品就能养活自己了,2022-03-01 23:44:39,5,评论,做成奢侈品就能养活自己了,0.9695
小妹妹好可爱呀,2022-03-01 20:34:28,5,评论,小妹好可爱呀,0.9679
这就是你们要的奢侈品但你们有钱买不起[doge],2022-03-01 12:38:46,5,评论,这就是你们要的奢侈品但你们有钱买不起,0.0091
小西巴:拿来吧你[辣眼睛],2022-03-01 00:43:23,3,评论,小西巴:拿来吧你,0.1403
得想办法让这种手艺可以自动化生产[加油],2022-02-28 19:59:01,5,评论,得想办法让这种手艺可以自动化生产,0.5544
有门路学你也不一定能坚持下来，要是真的很想学，而且有那个毅力和魄力怎么可能学不了，只是自身又没那个心境和毅力，还没那个家境能撑得住你，不为外部压力所扰。,2022-02-27 20:50:49,5,评论,有门路学你也不一定能坚持下来，要是真的很想学，而且有那个毅力和魄力怎么可能学不了，只是自身又没那个心境和毅力，还没那个家境能撑得住你，不为外部压力所扰。,0.9998
文化复兴正在进行！吾辈共勉。,2022-02-27 13:13:32,5,评论,文化复兴正在进行！吾辈共勉。,0.9999
加油💪,2022-02-27 11:00:52,3,评论,加油💪,0.9936
好孩子,2022-02-26 23:49:13,6,评论,好孩子,0.818
耐不住寂寞的人学不了，在意钱财得失的学不下,2022-02-26 23:17:45,5,评论,耐不住寂寞的人学不了，在意钱财得失的学不下,0.9997
是缂丝,2022-02-26 21:30:15,5,评论,是缂丝,0.6537
这种很费眼睛呀。多吃点明目的食品吧,2022-02-26 15:52:13,5,评论,这种很费眼睛呀。多吃点明目的食品吧,0.0018
类似这样的非遗，学习难度大，制作成本高，销售渠道窄，单一价格高，我们所能做的也只是看看视频说一句：老祖宗牛逼，但实际上根本不可能真的振兴,2022-02-26 11:50:41,5,评论,类似这样的非遗，学习难度大，制作成本高，销售渠道窄，单一价格高，我们所能做的也只是看视频说一句：老祖宗牛逼，但实际上根本不可能真的振兴,0.0014
一直羡慕这种手艺活，我想要将来我用的东西都是出自我自己的手，想想就好满足,2022-02-25 18:44:26,5,评论,一直羡慕这种手艺活，我想要将来我用的东西都是出自我自己的手，想就好满足,0.9999
我也喜欢这个，但是怎么说，如果真的学是需要找老师的，也就意味着需要大量时间，总不能说我上班还加班，我拜了个师父但是一个月去四次吧。而且系统去学这个，意味着它不再是兴趣而更倾向于工作。但是除了从学的年头长的，单凭这个手艺也没多少钱，只学一两年也养不活自己啊。这个不像绒花，比较好学，自己多练也能倒腾明白，这个光架子很多新手也搞不清的，入坑门槛比较高，实在是不好传承，但是好在近两年听到它也多了，肯定有人能够学好传承的。,2022-02-24 23:25:26,5,评论,我也喜欢这个，但是怎么说，如果真的学是需要找老师的，也就意味着需要大量时间，总不能说我上班还加班，我拜了个师父但是一个月去四次吧。而且系统去学这个，意味着它不再是兴趣而更倾向于工作。但是除了从学的年头长的，单凭这个手艺也没多少钱，只学一两年也养不活自己啊。这个不像绒花，比较好学，自己多练也能倒腾明白，这个光架子很多新手也搞不清的，入坑门槛比较高，实在是不好传承，但是好在近两年听到它也多了，肯定有人能够学好传承的。,0.9999
没那么好的耐心是学不来的,2022-02-24 09:35:59,5,评论,没那么好的耐心是学不来的,0.7716
有心学都能学到，难的是坚持和传承，这种事情，就是拿自己的青春和热血在熬，你可能投入十分却收获三分，而且学成时间长。,2022-02-23 17:15:40,5,评论,有心学都能学到，难的是坚持和传承，这种事情，就是拿自己的青春和热血在熬，你可能投入十分却收获三分，而且学成时间长。,0.9998
突然想起看的别人发的抖音的截图，一个视频问中国十大国粹你会几个，然后下面开始了，全都是小女不才，会xxxx，人均都会七八个，把我看傻了[藏狐],2022-02-23 16:51:46,5,评论,突然想起看的别人发的抖音的截图，一个视频问中国十大国粹你会几个，然后下面开始了，全都是小女不才，会x，人均都会七八个，把我看傻了,0.9473
不知道内幕，单纯鼓励小朋友好棒啊不怪大家说找不到门路，花钱多等现实情况，还有挣不到钱，费时长一个美术的学生，不成熟建议，多搞搞这样的公益课，还有教育。不要文化内卷了！还他们美术课！第一次听到同学说他们美术课写作业，我是多么悲哀……文化之美，何人继承？何时继承？,2022-02-22 15:58:56,2,评论,不知道内幕，单纯鼓励小朋友好棒啊不怪大家说找不到门路，花钱多等现实情况，还有挣不到钱，费时长一个美术的学生，不成熟建议，多搞这样的公益课，还有教育。不要文化内卷了！还他们美术课！第一次听到同学说他们美术课写作业，我是多么悲哀…文化之美，何人继承？何时继承？,0.0024
刻丝吗？,2022-02-22 09:26:24,4,评论,刻丝吗？,0.0318
前途无量,2022-02-21 23:10:32,4,评论,前途无量,0.885
小心西八国人  世界著名小偷,2022-02-21 21:41:08,5,评论,小心西八国人 世界著名小偷,0.9963
织花边吗,2022-02-20 16:20:47,5,评论,织花边吗,0.2762
缂丝！,2022-02-19 18:58:48,5,评论,缂丝！,0.82
可以在服装设计类专业加上这个，研究生也加上这个专业，人肯定一下子就多了，不愁没传承,2022-02-19 17:45:41,5,评论,可以在服装设计类专业加上这个，研究生也加上这个专业，人肯定一下子就多了，不愁没传承,0.9998
缂丝啊，厉害厉害！,2022-02-18 22:35:34,5,评论,缂丝啊，厉害！,0.9945
我也想学 但是还要打工养活自己[笑哭] 没啥时间  小时候我奶奶教过我蜡染 织布 但是没场地没时间做 都快忘记了,2022-02-18 16:04:37,5,评论,我也想学 但是还要打工养活自己 没啥时间 小时候我奶教过我蜡染 织布 但是没场地没时间做 都快忘记了,0.9999
这一代.根正苗红,2022-02-18 14:49:46,3,评论,这一代.根正苗红,0.8916
这个年纪就学。。。这个超费时间的，希望不要为了这门手艺义务教育不学了,2022-02-18 12:56:34,5,评论,这个年纪就学。这个超费时间的，希望不要为了这门手艺义务教育不学了,0.0087
正常的是只有生活无忧 或者能带来实际收益的才能传承下去,2022-02-18 12:22:55,3,评论,正常的是只有生活无忧 或者能带来实际收益的才能传承下去,0.824
嗐，别门路了好吧，网上说想学的可能除了这个视频连搜索界面都没打开过。[辣眼睛],2022-02-17 19:59:36,6,评论,嗐，别门路了好吧，网上说想学的可能除了这个视频连搜索界面都没打开过。,0.1411
我也没钱去学啊,2022-02-17 19:35:31,5,评论,我也没钱去学啊,0.5103
缂丝,2022-02-17 18:56:21,6,评论,缂丝,0.707
小心韩国人,2022-02-15 23:13:50,4,评论,小心韩国人,0.0174
厉害了,2022-02-15 22:09:14,5,评论,厉害了,0.4883
加油吖，小宝贝,2022-02-15 18:41:16,4,评论,加油吖，小宝贝,0.9999
@烤翅尖儿,2022-02-15 18:34:08,5,评论,@烤翅尖儿,0.9609
缂丝,2022-02-15 15:48:22,2,评论,缂丝,0.707
佩服,2022-02-15 14:01:02,5,评论,佩服,0.782
@十音Shiyin 十音拍这个吧,2022-02-15 13:37:25,5,评论,@十音Shiyin 十音拍这个吧,0.9999
致敬,2022-02-15 13:13:52,3,评论,致敬,0.9894
加油啊！,2022-02-14 17:53:06,4,评论,加油啊！,0.9983
太棒了希望她能一直坚持下去,2022-02-14 11:54:55,6,评论,太棒了希望她能一直坚持下去,0.9999
我也想从小学这种，以后不受资本压迫,2022-02-13 21:20:27,4,评论,我也想从小学这种，以后不受资本压迫,0.9999
缂丝算是中国最顶级的织物了 在宋朝时期兴起 是皇室御用织物之一  采用通径回纬的方式织成  特别精细 杭州丝织画、永春纸织画、四川竹帘画并称为中国的“四大家织”。,2022-02-12 22:28:47,4,评论,缂丝算是中国最顶级的织物了 在宋朝时期兴起 是皇室御用织物之一 采用通径回纬的方式织成 特别精细 杭州丝织画、永春纸织画、四川竹帘画并称为中国的“四大家织”。,0.9998
好想学,2022-02-12 19:31:25,5,评论,好想学,0.9952
其实蛮羡慕有这种能传家的技艺的，一是有从小耳濡目染的环境，二是传统手艺读书不好还能继承家业，比一般人多一个选择的机会或者说后路（这里指能赚钱养家有价值的传承）。一般人想学，那必须得有兴趣爱好了，首先知道的时候大部分人已经大了，甚至大学了工作了，有自己的责任，而对很多人来说这样的手艺要经年专心学习，生活呢？养家糊口呢？比较出名的手工品一做就是数月一年的多常见，还得手艺人本身有知名度。传承非遗我觉得确实是缺人的，因为专心学习潜修本身和柴米油盐酱醋茶的生活是有矛盾的，也不能保证一定出成果，而且要花费大量精力（所以从小耳濡目染是多么有优势），不然各种非遗课程早就被家长挤爆了。,2022-02-12 11:28:41,4,评论,其实蛮羡慕有这种能传家的技艺的，一是有从小耳濡目染的环境，二是传统手艺读书不好还能继承家业，比一般人多一个选择的机会或者说后路（这里指能赚钱养家有价值的传承）。一般人想学，那必须得有兴趣爱好了，首先知道的时候大部分人已经大了，甚至大学了工作了，有自己的责任，而对很多人来说这样的手艺要经年专心学习，生活呢？养家糊口呢？比较出名的手工品一做就是数月一年的多常见，还得手艺人本身有知名度。传承非遗我觉得确实是缺人的，因为专心学习潜修本身和柴米油盐酱醋茶的生活是有矛盾的，也不能保证一定出成果，而且要花费大量精力（所以从小耳濡目染是多么有优势），不然各种非遗课程早就被家长挤爆了。,0.9999
就这机器 有几台[微笑],2022-02-12 07:49:05,6,评论,就这机器 有几台,0.0123
现在的自媒体能不能别动不动就往一个孩子头上戴这么重的帽子,2022-02-12 01:40:58,4,评论,现在的自媒体能不能别动不动就往一个孩子头上戴这么重的帽子,0.0017
缂丝,2022-02-11 23:33:40,4,评论,缂丝,0.707
感觉太神奇了，或许是这些非遗本身的吸引力太强大，很多人包括我从小就喜欢，甚至现在还喜欢，一直想学,2022-02-11 21:42:42,5,评论,感觉太神奇了，或许是这些非遗本身的吸引力太强大，很多人包括我从小就喜欢，甚至现在还喜欢，一直想学,0.9998
缂丝吗？,2022-02-09 22:35:38,5,评论,缂丝吗？,0.1577
哦哦哦哦哦哦哦我天好美啊啊,2022-02-09 14:01:17,5,评论,哦我天好美啊,0.9999
代代相传！[给心心],2022-02-09 13:49:53,5,评论,代相传！,0.7554
缂丝[星星眼],2022-02-09 03:45:31,4,评论,缂丝,0.707
知道为啥传人要挑嘛  别你今天来了兴致跑过去学两天   三分钟热度一过不学了   然后还大言不惭的说自己正经学过  到处招摇撞骗   这不是砸手艺人自己招牌？,2022-02-09 00:19:21,6,评论,知道为啥传人要挑嘛 别你今天来了兴致跑过去学两天 三分钟热度一过不学了 然后还大言不惭的说自己正经学过 到处招摇撞骗 这不是砸手艺人自己招牌？,0.9998
缂丝,2022-02-08 23:08:58,6,评论,缂丝,0.707
保护眼睛,2022-02-08 22:12:28,5,评论,保护眼睛,0.6966
你想学也学不到,2022-02-08 21:09:19,4,评论,你想学也学不到,0.7299
哇！小朋友好厉害！,2022-02-08 19:42:45,5,评论,哇！小朋友好厉害！,0.9997
穿拖鞋的真的是大佬,2022-02-08 19:17:17,5,评论,穿拖鞋的真的是大佬,0.9998
这么好的配乐让国窖1573给毁了,2022-02-08 17:38:51,5,评论,这么好的配乐让国窖1573给毁了,0.9996
