评论内容,评论时间,评论人等级,评论类型
哇塞，我现在关注未来就是老粉,2022-02-10 22:08:44,5,评论
先赞再看 养成习惯[doge],2022-02-09 19:12:04,4,评论
有一说一，别画金钱鼠尾行不。[藏狐],2022-02-07 23:03:09,5,评论
⊙∀⊙！洪阳人狂喜,2022-02-06 14:50:45,4,评论
三年没营老爷了，我外婆那迎的老爷是紫薇爷,2022-02-05 19:26:12,6,评论
大部分是三山国王,2022-02-05 19:56:39,3,回复
支持,2022-02-05 13:50:17,5,评论
不止迎老爷，还有抢鸡头,2022-02-05 00:02:34,5,评论
揭阳人榕城来报到了[支持][支持]今年村里的活动又取消了,2022-02-04 12:20:58,5,评论
这几年估计没有了[doge]不像过年呀,2022-02-04 12:24:32,3,回复
很难不支持,2022-02-04 12:00:50,5,评论
音乐没有那味，还是鼓励一下，加油加油,2022-02-03 14:34:46,5,评论
[给心心][给心心]胶已人来也,2022-02-03 14:05:42,5,评论
迎老爷,2022-02-04 18:40:50,5,评论
潮汕人集合↓,2022-02-05 23:41:41,6,评论
俩三年没有佬热了，太无聊咯,2022-02-22 05:39:46,5,评论
是啊,2022-02-23 01:58:16,4,回复
老家今年开始就没营了，感觉空落落的不习惯[难过],2022-02-22 00:14:55,4,评论
@孤辰不是咕辰 快来看,2022-02-20 21:26:05,4,评论
号,2022-02-21 00:07:11,6,回复
饶平人来啦 几年没见迎老爷了,2022-02-20 18:03:07,5,评论
我就是潮汕的，每年年头年尾都有唱大戏，送神，迎老爷，迎城隍，但因为疫情，我们已经两年没办了，别的村还有烧龙啥的,2022-02-20 16:28:01,5,评论
如果bgm是大锣鼓就好了[大哭][大哭],2022-02-19 21:51:45,4,评论
请问这个软件做出来的这种算动画吗，动画比赛啥的可以交这种形式的作品吗,2022-02-19 18:31:39,5,评论
不清楚啊，应该可以吧，这种本来是动画导演的分镜,2022-02-20 12:52:10,3,回复
不明白。弘扬潮汕传统文化。为什么要吧男子硬生生画上辫子？大清亡了,2022-02-19 08:57:22,5,评论
可惜因为疫情已经几年没办了,2022-02-18 20:56:12,5,评论
我这边，已经三年没迎老爷了，这年过得一点年味都没有！,2022-02-18 19:17:14,5,评论
三年没有营老爷了,2022-02-18 17:41:24,6,评论
三年没过劳热了[大哭],2022-02-18 17:16:51,5,评论
好棒啊[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],2022-02-18 17:16:17,5,评论
想看英歌了,2022-02-18 15:04:07,5,评论
[doge]UP主听说过营老爷跳火堆没有,2022-02-18 00:13:03,5,评论
回复 @洪英财 :应该也算一种潮汕营老爷的仪式，我们这里好几个村有,2022-02-20 23:05:35,5,回复
没有哇,2022-02-20 10:42:51,3,回复
昨天刚营老爷，两年没营了，老爷保贺希望yi情猛猛过去[2022],2022-02-13 13:37:17,6,评论
回复 @爆管ing :潮阳这边，我主页有视频[doge],2022-02-22 01:11:07,6,回复
哪里的？居然给营…我村只是请到祠堂拜…,2022-02-17 23:39:01,5,回复
很好,2022-02-12 12:39:39,2,评论
画风好棒！,2022-02-11 15:07:36,6,评论
音乐是什么呀，好喜欢[星星眼],2022-02-10 13:05:30,4,评论
九州同,2022-02-10 22:01:34,3,回复
好几年没看迎老爷了！,2022-02-10 12:45:04,2,评论
好活当赏,2022-02-10 09:40:41,4,评论
太太太太棒了！,2022-02-10 01:59:20,5,评论
准确来说是迎老爷,2022-02-10 01:51:09,2,评论
我们这今年没了[大哭][大哭],2022-02-10 00:12:53,4,评论
水漫金山寺,2022-02-09 23:37:31,5,评论
普宁客家人[狐妖_吃我安利],2022-02-09 15:35:59,4,评论
视频没卤鹅差点意思。年前卤鹅香味加贴对联,2022-02-08 19:52:56,6,评论
不应该是清朝的马尾辫吧,2022-02-08 19:49:59,5,评论
疫情期间暂停了好想念好想念啊,2022-02-08 15:03:48,4,评论
疫情3个过年没有“劳热”了真怀念。,2022-02-08 01:38:45,3,评论
有这样的，人生才不会那么的无聊与单调啊。,2022-02-07 23:19:18,5,评论
疫情3个过年没有“劳热”了真怀念。,2022-02-08 01:38:45,3,评论
有这样的，人生才不会那么的无聊与单调啊。,2022-02-07 23:19:18,5,评论
要不是疫情，我们老家从初五到二十一到有_(:з」∠)_,2022-02-07 22:17:30,6,评论
三山国王，这是我们大河婆呀！[热词系列_你币有了],2022-02-07 15:19:31,4,评论
身为潮汕农村人，即使环境不繁华，文化一直在，看到真的有人很好奇，由衷高兴,2022-02-07 13:58:11,4,评论
画的好，就是一个街区的营老爷队伍除了英歌舞其他的人员配置是画面里的俩三倍，好像随行乐队没画上去是不是,2022-02-07 12:20:24,5,评论
人太多了，画不过来[妙啊],2022-02-07 13:22:50,3,回复
因为疫情好几年没看到了[大哭][大哭],2022-02-07 00:22:12,4,评论
迎老爷少了锣鼓齐鸣没灵魂啊[喜极而泣],2022-02-06 18:49:51,5,评论
上一条视频有的,2022-02-06 20:02:25,3,回复
[热词系列_三连],2022-02-06 11:56:52,5,评论
太牛啦,2022-02-06 00:54:59,4,评论
这几年因为疫情都没有游神赛会，没有锣鼓声感觉都没什么年味,2022-02-05 23:39:48,4,评论
以前过年迎老爷，里面都会有学校长的帅的同学参加，，[doge],2022-02-05 19:02:49,5,评论
鹰捞吖,2022-02-05 18:37:02,4,评论
三年没迎老爷了，希望疫情早点结束[保佑],2022-02-05 15:09:17,4,评论
因为疫情，都两三年没有营老爷了[喜极而泣],2022-02-05 15:06:19,2,评论
不得不说 真的很牛,2022-02-05 00:05:12,4,评论
拍得好棒，可以看一下私信吗,2022-02-04 12:59:00,4,评论
小时候好想去担花篮和举镖旗啊！！但是因为住在城里没有时间去培训，从来没有参与过呜呜呜呜遗憾,2022-02-04 11:09:22,4,评论
我觉得应该迎老爷吧，恭请吧[思考],2022-02-04 01:25:25,5,评论
支持！,2022-02-03 21:57:48,6,评论
潮州人路过，确实好久没有感受到这番热闹了,2022-02-03 21:34:39,5,评论
帅啊,2022-02-03 20:48:24,4,评论
好棒啊！支持一下[脸红],2022-02-03 20:26:29,4,评论
太快了，可以适当慢点,2022-02-03 19:15:55,6,评论
今天出去逛城隍庙才说呢，好多年没有营老爷了[藏狐],2022-02-03 18:00:32,5,评论
好耶！,2022-02-03 16:13:07,5,评论
以前经常去迎老爷,2022-02-03 11:56:43,5,评论
参加过两次迎老爷[嗑瓜子],2022-02-03 11:40:44,5,评论
健健康康平平安安顺顺利利,2022-02-03 11:25:18,5,评论
潮汕人路过，[热词系列_三连][打call],2022-02-03 11:19:13,5,评论
支持，期待有详细讲解,2022-02-03 11:01:51,5,评论
这也太肝了,2022-02-03 08:32:35,5,评论
澄海人路过，加油[打call]新年快乐up,2022-02-03 07:42:56,5,评论
画的是真好,2022-02-03 06:06:09,4,评论
厉害厉害！,2022-02-02 22:54:34,5,评论
支持下，就是镜头转得有点晕[呲牙],2022-02-02 17:24:11,5,评论
无人机飞行模式,2022-02-02 22:29:17,3,回复
