评论内容,评论时间,评论人等级,评论类型
看清明上河图密码的时候，里面有个人物朱克柔，超喜欢的啊，虽然全程未露面，全靠侧写，但依然对其十分神往。然后知道她是历史上的缂丝大家。虽然小说人物不等于实际，但对这种传统文化一直充满敬意。今天才第一次看到缂丝的过程，原来是这么复杂精细的活儿啊！up主真的厉害。很好奇up主是怎么接触到这一行并且研究得这么深入的。能做自己热爱的事情并做出成果应该是很快乐的吧。可叹我们大多数人为工作生活所累，不知自己的精神寄托所在。虽然有耐心、有兴趣，但却缺少时间和机会去实践练习，真希望有一天也能放下一切，安心从容地做自己热爱的事情。,2021-05-03 15:31:37,3,评论
知道缂丝是因为汉服，入门缂丝是因为《我在故宫修文物》[tv_doge]可以试着找一个自己喜欢的事儿当爱好就好[拥抱]什么东西当职业都很痛苦[tv_流泪],2021-05-03 16:08:07,6,回复
up以后会做中国动画的么？比如雾山五行(●°u°●) 」,2021-05-01 16:35:38,5,评论
回复 @渝川Patty :哎呀没事,2021-05-03 14:08:43,5,回复
正在做国动，不是雾山五行[撇嘴],2021-05-03 00:08:14,6,回复
61万播放量，才3000粉丝，关注下[呲牙],2021-04-30 20:17:33,4,评论
好历害！！！,2021-04-30 15:57:23,6,评论
牛掰,2021-04-30 14:25:51,6,评论
首页来的，辛苦了，给你鼓掌！真的太厉害了！像这种文化遗产的创作应该多一些宣传的更多一些[爱心],2021-04-29 20:24:57,5,评论
这个很贵的。手艺也要学，很耗时间的,2021-04-29 13:15:18,5,评论
本痒痒鼠弥豆子和炭治郎都有hahaha,2021-04-28 18:24:53,5,评论
真的太厉害了[打call][打call][打call],2021-04-28 16:34:27,6,评论
第一次知道还是看我在故宫修文物，up好强,2021-04-28 13:06:47,5,评论
厉害👍🏻，必须支持,2021-04-28 00:30:55,4,评论
真的好棒啊！！,2021-04-28 00:13:13,5,评论
非遗[脱单doge][脱单doge]关注了，因为我也在学非遗传统工艺,2021-04-27 23:58:59,5,评论
回复 @BYJOY瓜子 :厉害呀[给心心]一起加油～,2021-05-03 00:07:19,6,回复
回复 @渝川Patty :漆画[脱单doge],2021-05-02 15:57:26,5,回复
你学的啥[脱单doge],2021-04-28 09:29:32,6,回复
三连支持,2021-04-27 17:36:45,6,评论
好家伙，这不会是郭德纲相声里说的那个，把人累死了一天最多织五厘米并且至今没有机器能做到的工艺吧[跪了],2021-04-27 14:39:32,6,评论
[热词系列_吹爆],2021-04-27 14:37:57,6,评论
加油[脱单doge],2021-04-26 12:31:41,5,评论
呵，这种东西，敢发出来就活该上首页，硬币把你埋了。。[脱单doge][脱单doge][脱单doge]                            希望我们的各种手艺人一定要加油啊，环境一定会越来越好的，国之瑰宝必放异彩！！！[打call][打call],2021-04-26 11:48:26,6,评论
回复 @渝川Patty :倒不是硬夸，实话也就是我觉得可能有更好的选择，但自己喜欢更重要，不存在硬夸,2021-04-26 17:04:17,6,回复
回复 @鲸与微风 :你觉得不妥，也不必硬夸[喜极而泣]我选了这个题材，无论发布时间早晚，该受的非议不会少。可讨论、可质疑。但我还是会坚持自己的想法[tv_doge],2021-04-26 16:55:54,6,回复
回复 @渝川Patty :好的，鬼灭很超🉑冲冲冲,2021-04-26 16:20:27,6,回复
BV1qA411L75X,2021-04-25 23:46:01,4,评论
能够沉下心去做一件事的人可爱可敬,2021-04-25 23:36:05,5,评论
请打上China水印吧，以防韩国人偷去,2021-04-25 21:56:42,5,评论
求bgm !!,2021-04-25 03:04:06,5,评论
学历史听说过，虽然只是一笔带过,2021-04-24 23:23:23,4,评论
好厉害,2021-04-24 21:17:40,5,评论
纺锤我只见过一次。纺车也是。但是你这个手艺我不晓得是什么。应该也是纺织一类吧？,2021-04-24 20:13:34,6,评论
缂丝属于织造工艺,2021-04-24 21:56:03,6,回复
[热词系列_三连][热词系列_三连],2021-04-24 13:38:45,5,评论
玩忘川风华录里修复霓裳羽衣，就有个缂丝的工序，我光用鼠标点就觉得麻烦，心想这个梭子怎么这么慢。看到这个视频[捂眼],2021-04-24 10:25:31,5,评论
牛哇,2021-04-24 07:55:58,4,评论
棒棒哒！[打call],2021-04-24 00:23:05,5,评论
太强了,2021-04-23 22:35:54,5,评论
首页通知书,2021-04-23 15:45:52,6,评论
我的妈真的太强了,2021-04-23 14:20:37,6,评论
厉害了,2021-04-23 14:02:56,6,评论
传统手艺难啊,2021-04-23 13:23:26,6,评论
我也是首页过来哒！,2021-04-23 12:30:57,5,评论
小姐姐。你是才浅失散多年的妹妹么,2021-04-23 11:48:54,5,评论
我们专业也有这个课！当时就觉得这门工艺真的相当繁琐啊！up真滴强,2021-04-23 11:30:31,6,评论
回复 @郭郎儿慢 :工艺美术品设计,2021-04-27 19:31:11,6,回复
啥专业还学这个啊？,2021-04-27 18:58:24,4,回复
厉害厉害，一个哥哥照顾全家，为炭治郎[打call][打call],2021-04-23 11:08:31,2,评论
牛逼,2021-04-23 09:00:37,6,评论
好厉害，不过最后把线剪掉不会崩吗？好厉害,2021-04-22 21:14:33,4,评论
好强哦，为啥我这么大了还啥都不会，呜呜,2021-04-22 20:01:29,6,评论
三连求一个1:1的清明河上图[doge],2021-04-22 18:59:40,5,评论
up好厉害，强人👍,2021-04-22 13:48:38,5,评论
三连,2021-04-22 13:17:05,5,评论
啊啊啊啊up主好厉害！！！会继续关注的！！！[打call][打call][打call],2021-04-22 12:34:24,5,评论
我只知道一寸缂丝一寸金，还是第一次看到他的制作过程！up好厉害,2021-04-22 10:14:10,6,评论
作为一个中国人 总是会被祖国源远流长的艺术品震撼,2021-04-22 04:03:57,5,评论
我觉得up主很厉害。要是我做下来，我的眼睛可能会受不了。。。。,2021-04-22 01:15:32,6,评论
劳烦讲解讲解缂丝和织锦的区别……无论是已经有的文字讲解还是观看两种视频对比，还是不是理解得透彻，烦请博主解析得通俗易懂些，谢谢,2021-04-21 17:27:45,4,评论
回复 @渝川Patty :哈哈哈……多多指教,2021-04-22 09:10:06,4,回复
回复 @肥不起的猫 :以后会拍视频科普的，但是不要催我[tv_委屈],2021-04-22 08:44:32,6,回复
回复 @渝川Patty :就是那四个字难以理解，织锦是熟，所以跳不开那个惯性想象和区分,2021-04-22 08:31:45,4,回复
相框好好看，有链接吗,2021-04-21 16:45:42,5,评论
随便搜的实木相框,2021-04-21 23:18:09,6,回复
高端十字绣,2021-04-21 16:11:27,6,评论
这就是大佬吗[热词系列_吹爆],2021-04-21 12:58:25,6,评论
首页进！！！真的好绝啊我们的非遗！！！up好棒！！！,2021-04-21 12:24:31,6,评论
除了牛批我已经不知道说啥了，那就点赞投币吧[OK],2021-04-21 10:46:49,4,评论
恭喜恭喜，上首页推荐了！手艺好好，继续加油哦！放国旗好用心，不容易被外国有心人盗用。,2021-04-21 01:48:24,3,评论
bgm好听,2021-04-21 00:37:54,3,评论
太太太厉害了！！！,2021-04-20 23:49:45,6,评论
缂丝？！太厉害了叭,2021-04-20 22:50:27,5,评论
好厉害！！！[打call][打call][打call],2021-04-20 20:08:28,6,评论
今天在阿b的公众号上看到啦，希望up越来越好哇,2021-04-20 19:31:35,6,评论
看到b站公众号推文来的[给心心],2021-04-20 19:17:48,4,评论
这回不仅手没懂，脑子也没懂,2021-04-20 17:42:40,6,评论
好耶我是老粉,2021-04-20 17:38:37,5,评论
太强啦,2021-04-20 16:52:23,6,评论
差点以为up主是假冒的[doge][滑稽][吃瓜][嗑瓜子],2021-04-20 15:02:03,6,评论
太强了！！！！！！！！太强了！！！！！！！太厉害了！！！！！！！！！！！[爱心][爱心][爱心][爱心][爱心][爱心][支持][支持][支持][支持][支持][支持][支持][支持][支持][支持],2021-04-20 15:00:00,6,评论
偷国要偷了,2021-04-20 14:12:30,6,评论
公众号过来的,2021-04-20 14:05:35,6,评论
天呐好棒！,2021-04-20 13:00:44,5,评论
牛牛牛,2021-04-19 21:38:10,4,评论
哪里能学呀？,2021-04-19 20:01:47,4,评论
我是去苏州学的,2021-04-19 22:41:06,6,回复
是魔法！,2021-04-19 10:00:44,6,评论
首页通知书[捂眼][捂眼],2021-04-19 01:03:07,5,评论
先生好厉害啊。[蛆音娘_吃惊],2021-04-18 23:25:38,5,评论
传统文化传承点赞[热词系列_吹爆],2021-04-17 22:28:34,5,评论
啊，我刚写过关于这个的地理题[笑哭],2021-04-17 16:29:50,4,评论
首页通知书[打call],2021-04-16 21:45:25,5,评论
太强了！,2021-04-16 11:10:26,6,评论
爱我中华！,2021-04-16 09:45:00,4,评论
对不起up，我直接跳过看成品了[捂眼],2021-04-16 08:47:19,5,评论
加油,2021-04-16 08:18:06,5,评论
这个中国🇨🇳物理打码就很灵性[OK],2021-04-15 16:02:35,5,评论
100年后，在中国出土了一件日本缂丝制品,2021-04-15 01:02:57,6,评论
姐妹建议视频打个水印[OK],2021-04-14 23:59:43,6,评论
劳问价格几乎，哪里有卖,2021-04-14 22:55:17,5,评论
鬼灭我没有授权，是做着玩儿的，非卖品。缂丝的话，我自己的店暂时还没开张，你可以搜搜橙色软件和微博，多对比几家看看行情和质量。,2021-04-14 23:03:44,6,回复
我要这币有何用[脱单doge],2021-04-14 10:35:44,4,评论
好厉害啊,2021-04-14 09:44:58,6,评论
文采不是很好，也很少会长篇大论的去评价别人的作品，原本对于非遗文化没什么感觉，但是通过up主的视频再加上这段时间的恶补也就算是了解了一些皮毛，可能还有更多非遗文化面临失传的地步，这些都是几千年传承下来的，就这样失传对我们来说是一种巨大的损失，希望up主越做越好，让更多的人知道这些非遗文化，也希望其他的传承者能在自己的手里让非遗文化再次发扬光大[doge][doge][doge][doge]再次申明文采不好，还请见谅,2021-04-14 02:26:40,4,评论
感谢码字[给心心],2021-04-14 09:10:55,6,回复
点赞投币防偷一条龙,2021-04-14 01:46:55,6,评论
既然是非遗，其实内容和背景音乐换成中国风的效果会更好…不是说反对日本文化什么的，题目都强调非遗了，内容也稍微切题一下吧…,2021-04-13 23:54:48,4,评论
我要的就是打破刻板印象的效果呀，传统只能和传统捆绑，是件很可悲的事情,2021-04-14 00:25:31,6,回复
回复 @little-mirror :只要能宣传我觉得都可行，就跟丁真成就理塘一样，不试试怎么知道不行,2021-04-16 13:17:24,6,回复
回复 @却如梦里 :是，主意不错，但我觉得违和度太高,2021-04-16 00:06:45,4,回复
太厉害了,2021-04-13 22:16:42,5,评论
首页通知书[吃瓜],2021-04-13 21:43:15,4,评论
这这这，我也想学。哪里有老师~~~,2021-04-13 20:06:18,5,评论
一寸缂丝一寸金可不是假的，即使是现代工业再发达，缂丝工艺依然是纺织业皇冠上最亮的的明珠!,2021-04-13 19:19:51,5,评论
好厉害，都看不懂咋做的,2021-04-13 18:48:29,5,评论
首页而来，硬币终究是没留住,2021-04-13 12:15:03,5,评论
多发点视频，我好投币,2021-04-13 00:03:20,5,评论
还能怎么办呢？词穷的我看到了只会来一句，好厉害好厉害好厉害好厉害，阿婆主真厉害👍,2021-04-12 22:00:09,3,评论
好牛！,2021-04-12 19:54:53,6,评论
太厉害了,2021-04-12 17:37:22,4,评论
