评论内容,评论时间,评论人等级,评论类型
啊好像蕴玉之前的事我也刷到过，给忘了，都忘了是什么了,2022-01-19 07:33:54,5,回复
我搜了一下，蕴玉在B站也有号,2022-01-27 20:30:31,3,回复
有需要才有传承，之前那么多传统工艺的濒临失传就是因为传统服饰的没落，现在汉服在回归，相关的传统技艺自然也就回来了[打call],2022-01-29 16:17:31,6,回复
别说这些老物件老手没有创新，都还没有继承好，何来的创新，对吧,2022-01-14 20:50:04,5,评论
对的。我觉得以前学的温故而知新，可以为师矣。说的就是创新。旧的东西都继承不好还来创新？,2022-01-17 13:50:44,3,回复
好想入这个坑啊，就是材料太贵了，我手又残[大哭][大哭],2022-01-14 12:10:16,5,评论
@清云手工花 这个up用卫生纸做花也挺好看的，可以练练手,2022-01-14 22:03:25,5,回复
回复 @喝芝麻糊不吐芝麻 :我也关注了这个up，卫生纸也很逼真,2022-01-14 23:46:20,5,回复
回复 @喝芝麻糊不吐芝麻 :巧了！我也想推荐她！,2022-01-16 00:12:20,5,回复
其实簪娘会的很多非遗的技艺都只能算基础，我和我的另外一个姐妹我俩都是手工娘，但是说实话我们会的那些都不过是些基础的里面真正的门道还是掌握在那些师傅的手里，我们虽然让们变的普遍，但是会的真的都只是基础，这些东西成为非遗不止是很多材料难得，同时还有技艺不然也不会失传，说实话不要再说什么簪娘拯救，这些还是要继承的，真正的继承是去拜真正的宗门，学习期中真正的技艺，我们会的只是基础。这些技艺不应该只停留在这些基础。,2022-01-21 12:36:15,3,评论
我倒是想学，就是不知道从哪儿学[笑哭][笑哭]要不哪位老师开个班吧[大哭][大哭][大哭],2022-01-14 12:41:05,6,评论
来BV15M4y1u7Lk,2022-01-14 20:27:22,6,回复
来扬州吧，我们有开体验课的,2022-01-16 16:32:41,5,回复
就看教程啊，这个姐姐也有的，抖音也有很多的,2022-01-19 21:24:10,5,回复
@做通草的蕴玉 居然没人圈一下本人吗[笑哭],2022-01-18 08:38:31,5,评论
谢了[doge],2022-01-21 17:25:47,4,回复
已经是一个缠花娘了，等条件允许就开始学绒花，加过很多个簪娘群，有见过通草花簪娘，很多非遗真的在慢慢复兴,2022-01-16 11:26:12,5,评论
几年前看到通草花传承人仅余2位80余岁的老人，二老为传承废尽心力宣传，免费收徒。然而这项技艺真的需要沉下心钻研，没个十几年功夫不成，很多人来了又走了，待的最长时间的一个女孩学了四年终究还是放弃了。那时通草花的来路真的不知在何方，每每想起就心痛。现在看到这个视频，好像又有了希望，但希望视频中所说的95后不要又是……唉。,2022-01-14 20:12:10,2,评论
b站教程,2022-01-14 23:19:03,5,回复
就不要给别人泄气了,2022-01-15 11:32:38,5,回复
回复 @爱の花酱 :我不是给别人泄气，是真的很难。非遗现在面临的尴尬处境就是大部分都不具备很强的商业性和盈利性，从事这个不光心底里得有那份热爱，还得做好甘坐一辈子冷板凳的打算，没有十几年的刻苦钻研也根本不能成。其间要付出的说是呕心沥血都不为过。抛开这些，人家老师傅最多能做到的也就是免费教，十几年的时间，这个又没很大盈利，你的吃穿用度从哪来？所以那个学了四年又放弃的女孩真的可以理解。视频中说的95后，我不太相信他是完全掌握了成熟技艺的，这么年轻，十有八九也还是学徒。只能说我们希望有人能坚持下去，挑起传承的担子，但也只是希望，毕竟我们不是当事人。,2022-01-15 16:43:00,2,回复
一个艺术如果把自己高高挂起，不允许别人从门槛开始学习、推广，看不起只因兴趣去学习的人，那就不要怪自己失传，毕竟曲高和寡，就算别人只是为了市场去学，只是自学，没有学精又怎么样呢，至少人家推广了，让更多人知道，扩大了市场，总比在嘴上支持的那些人好，那个说不过就拉黑的月某某就是逊啦,2022-01-18 12:18:18,5,评论
有互联网开放学习资源以后就大家开始内卷了，哈哈哈哈,2022-01-18 16:44:31,5,回复
希望能传承下来,2022-01-14 12:32:16,4,评论
这些绝活要丢了就太可惜了,2022-01-14 14:21:33,5,评论
只要有人买，簪娘们无所不能,2022-01-14 17:40:09,6,回复
回复 @一顿一个菠萝蜜 :汉服复兴盘活了很多非遗BV15M4y1u7Lk,2022-01-14 20:51:59,6,回复
已经开始学缠花了，希望通草花也有教程，可以宣扬科普[给心心],2022-01-15 18:03:42,5,评论
视频里这个小姐姐b站有号[脱单doge]，我关注了,2022-01-16 23:23:14,5,回复
害，其实很多人会做，自己研究自己琢磨自己还原，做得不一定比那些有名的差...簪娘没名气就不算会做的人吗？还全国只有五个人会，我是不相信的，要流传就不要设那么高门槛，那么多人会做，倒是承认他们啊！,2022-01-18 00:52:49,5,评论
买个插家里花瓶，永不凋谢还没有塑料廉价感,2022-01-15 02:34:00,3,评论
@清云手工花 这个up超级厉害，她做的花也可以以假乱真，并且有教程。,2022-01-17 23:40:09,3,评论
我还跟着这个up做了两花瓶花,2022-02-01 18:54:17,4,回复
哎呀，是我关注的up主[笑哭],2022-01-18 01:01:03,5,回复
好美！这么逼真漂亮，它不光是有古意而已，完全能让人想像过去那些朝代的女人们的佩戴，汉服文化现在回归中，很多年轻人喜欢，其实如果真的卖这个的话，材料和做工好真的应该不少人买的。,2022-01-14 23:48:22,5,评论
学校里选修真的可以加些我们传统手艺,2022-01-16 01:10:24,5,评论
B站上手残都能学会的通草花教程一大堆[脱单doge],2022-01-14 20:45:34,5,评论
想学在哪里学啊？,2022-01-14 12:39:43,4,评论
BV15M4y1u7Lk 这个,2022-01-14 20:52:12,6,回复
回复 @啾啾与三条鱼 :谢谢ε=ε=(ノ≧∇≦)ノ,2022-01-14 22:58:37,4,回复
直接转发给我的簪郎朋友[妙啊][OK],2022-01-18 17:35:31,4,评论
已经在迫害他了[妙啊],2022-01-18 17:46:03,4,回复
说不过就拉黑笑死，端个前辈架子在那指点，还关注问题，关注问题就是键盘bb人家真学的人呗,2022-01-15 19:44:10,6,评论
这个小姐姐也在b站的,2022-01-15 10:14:41,5,评论
这是个我永远入不了的坑，因为就算粘完了我也染不了色[妙啊],2022-01-14 16:54:35,6,评论
簪娘们，卷起来[呲牙],2022-01-14 20:34:32,6,评论
这可是妥妥的宝藏呀，为什么没人去学呢，学了这个，绝对可以使用其文化品牌，还能接到很多订单，名利双收呀,2022-01-20 22:20:38,6,评论
有很多簪娘在学了[脱单doge],2022-01-23 17:50:00,4,回复
我好喜欢这个QAQ 买不下手，贵贵,2022-01-14 17:09:32,6,评论
教程,2022-01-14 23:18:45,5,回复
封面的菊花好好吃，菊花过桥米线就用这种，不过是黄色的多,2022-01-14 20:25:58,5,评论
防火防盗防棒子,2022-02-02 10:58:57,5,评论
现在还要防日本鬼子了,2022-02-02 13:25:28,4,回复
这就是多年前汉服前辈们说的汉服复兴的众多意义之一 因为汉服的发展重兴 带动了传统布料的市场 本来只能博物馆陈列和外国市场特殊少量出口的 开始在本土有了稳定消费 还有就是比如这类的汉服体系里的传统装饰 各类头饰制作工艺 不再留在博物馆或者珍贵非遗 而重新活过来 被现代的中国人在生活里使用 将来一定还可以从汉服里延伸开 在时装里人们也装饰使用 甚至其他生活的方方面面,2022-01-22 15:56:29,5,评论
思密达申遗中,2022-01-15 23:16:13,4,评论
[笑哭]买不起,2022-01-14 17:14:59,4,评论
前一阵子绒花兴的时候我就一直想找通草 现在终于看到介绍了,2022-01-25 20:03:06,6,评论
要小心偷国,2022-01-22 15:23:42,4,评论
最烦这种传承的视频下面唱衰的，积点口德吧，还担心别人会不会半途而废，别人都十多年了，还会去汉服的活动传播开课，也能用技艺赚钱，在这杠什么？,2022-01-21 07:57:34,5,评论
其实挺多的啊😂这标题。只不过这个姐姐是最开始很多人认识的，我和一个姐妹互换的菊花和梅花，海棠，也超美的，太容易碎了，我都舍不得拿出来用,2022-01-19 21:22:06,5,评论
我已经缠花绒花了，别的坑搞不起了[喜极而泣],2022-01-19 21:24:49,5,回复
失传根本不是没人学，是没人教，这些花要是能量产，根本不愁什文化输出,2022-01-18 01:19:35,5,评论
以后会越来越多人学的。因为现在喜欢传统文化的人很多，确实有很多人因为汉服复兴去学,2022-01-17 20:47:49,5,评论
发动技能——呼叫簪娘簪郎,2022-01-16 20:44:55,4,评论
通草花可以开个网课么？真心求[给心心],2022-01-14 19:29:04,5,评论
BV15M4y1u7Lk,2022-01-14 20:27:41,6,回复
回复 @啾啾与三条鱼 :谢谢~,2022-01-14 20:37:34,5,回复
簪娘我知道的也挺多在做通草花呀[呲牙]我都买过几次团购了[害羞],2022-01-25 13:02:10,6,评论
通草花好是好看，不过太脆弱了[笑哭][笑哭]我能肝缠花。通草花肝了两天，肝不下去了,2022-01-24 22:09:18,4,评论
哈哈哈哈，快失传的非遗被簪娘们卷成一般技能,2022-01-24 22:04:36,6,评论
簪娘：很好你引起了我的注意,2022-01-24 20:51:53,5,评论
想把这个弄遗传，最少还得在b站弄死十几个up[OK],2022-01-23 23:07:12,4,评论
建议大力宣传通草花！！！让通草花走向国外，弗拉门戈舞派上用场！！！,2022-01-23 22:11:05,5,评论
各位簪娘们，赶紧啊，这玩意太好看了,2022-01-23 16:23:23,5,评论
这种纸能买到吗[热词系列_知识增加],2022-01-22 10:25:44,5,评论
闲鱼，淘宝都有搜通草纸就行,2022-03-03 13:46:36,3,回复
簪娘们冲啊！期待这项工艺被更多人知道和学会[虎年][虎年],2022-01-21 13:58:09,5,评论
奥运会为什么不用这种花束呢，只有毛线花感觉还是太单调,2022-01-19 16:32:58,6,评论
弹幕没必要踩塑料花吧，如果预算买得起通草花或者真花自然不会买塑料的，忙碌的普通人就不能搞点塑料花安慰下自己吗[傲娇],2022-01-19 15:12:22,5,评论
簪娘大佬们快造起来啊！我买！多少钱都买！吃土也买！嘿嘿嘿～小花花～,2022-01-17 17:40:21,4,评论
我倒是想学，但是就我这种手长得跟脚一样。只怕是学不来。,2022-01-16 19:16:47,5,评论
为嘛冬奥不用这个，说实话。。。毛线那个好丑,2022-01-16 09:32:24,5,评论
通草花很脆，不能摔的,2022-01-16 19:04:59,5,回复
回复 @玖零宏 :对,2022-01-20 23:53:35,3,回复
万般皆下品，惟有读书高[热词系列_你细品],2022-01-14 20:08:52,5,评论
韩国；懂了！这项技艺是我们的！[doge][doge],2022-01-26 14:46:55,3,评论
纸是什么纸,2022-01-26 13:25:53,5,评论
苏绣云锦瓷器各种手艺等等，我觉得这些比外国奢侈品强多了，也更精美，就算贵也值那个价，外国的好多奢侈品是我理解不了凭什么那么值钱。我觉得这些精美的手艺活才是中国古代保持难以匹及的贸易出超地位的原因,2022-01-26 12:41:06,4,评论
很多簪娘都在做[藏狐],2022-01-25 17:45:40,3,评论
个人感觉这个可能比点翠掐丝还难点儿[呆],2022-01-24 14:55:23,6,评论
@清云手工花,2022-01-23 22:46:32,3,评论
都不用通草花，b站有个用纸巾做花的，巨真实[热词系列_知识增加],2022-01-23 13:24:09,5,评论
咱们看的是同一个？[来古-震撼],2022-01-24 20:53:01,5,回复
咱把簪子做到国外行不？,2022-01-23 08:25:30,3,评论
这个通草花，我之前刷到过一个簪娘做过，好像是19年的视频了,2022-01-22 22:35:49,5,评论
靠簪娘了,2022-01-22 10:17:10,4,评论
簪娘值得信赖，只要没有专利壁垒阻止她们学，她们能让这东西满大街。,2022-01-21 13:40:54,6,评论
我们扬州姑娘[捂眼][捂眼][捂眼],2022-01-21 00:32:59,6,评论
通草花、纸绢花、绒花，簪娘三大基本功,2022-01-20 20:20:32,5,评论
亲爱的簪娘们，卷起来[doge],2022-01-20 19:39:27,3,评论
想学[星星眼],2022-01-20 19:11:35,5,评论
漂亮,2022-01-20 18:36:21,5,评论
哈哈哈哈，好几个同款[tv_斜眼笑],2022-01-20 16:49:26,6,评论
弹幕“要对簪娘有信心”，笑死[脱单doge],2022-01-20 16:36:24,6,评论
这就是网络的魅力吧，很多传统技艺，经过网络传播，为大众所熟知，每个人经过接触后，真正感兴趣地就会投入时间和精力学习，传统技艺在新时代的传承方式,2022-01-20 15:53:34,5,评论
通草老贵了[吃瓜],2022-01-20 13:34:21,2,评论
通草纸很贵,2022-01-19 20:31:11,4,评论
我们学校通识课有汉服设计与制作，是本院开设的，结果说为了学科交叉不让我们本院的学生选本院开的通识课。[酸了]又可惜又生气。嘤,2022-01-19 12:27:03,4,评论
马上了，各大up主又要多学一门手艺了[笑哭],2022-01-19 00:48:53,5,评论
我知道的不少绒花簪娘都在练通草花和烫花，已经卷的盘活了,2022-01-19 00:24:43,5,评论
比塑料花逼真,2022-01-18 22:53:55,3,评论
我们学校有这个社团诶,2022-01-18 22:38:34,4,评论
我记得b站有一个用卫生纸做花的up主，她做的超像，以假乱真。材料也好找，要是有人想做花玩，预算不够的话可以看看这位@清云手工花,2022-01-18 21:41:17,5,评论
我记得b站有一个用卫生纸做花的up主，她做的真的像，以假乱真。,2022-01-18 21:38:00,5,评论
韩国：已经在偷了思密达[妙啊],2022-01-18 20:25:23,4,评论
b站有一些簪娘会，之前刷到过。,2022-01-18 17:54:12,5,评论
哇那位做纸花的up做的花也好逼真,2022-01-18 17:09:12,5,评论
给教程给材料 簪娘这就动手,2022-01-18 16:57:52,6,评论
我选修课上学过哎[害羞],2022-01-18 13:11:34,4,评论
有需求就有市场，簪娘们懂我意思吧？[OK],2022-01-18 12:24:39,3,评论
希望这样的手艺能永远传承下去，,2022-01-18 10:59:54,5,评论
良性内卷卷起来[支持],2022-01-18 10:39:55,5,评论
我觉得这些非遗在大学专门开设一个专业，何愁找不到传承人[藏狐],2022-01-18 08:42:40,5,评论
别教韩国人,2022-01-18 02:07:12,5,评论
本缠花娘努努力[妙啊],2022-01-18 01:17:07,5,评论
技术好是好，非遗应该传承下来，不要让他失传了。但是我家就是种菊花的，一看到这些通草花菊花我就一眼看出假。[虎年],2022-01-18 00:00:09,6,评论
我这种叠个千纸鹤都像肥母鸡的手，适合给人家鼓掌,2022-01-17 23:24:18,5,评论
懂了，给簪娘小姐姐们推一下，很快我也可以拥有了！,2022-01-17 21:06:52,5,评论
我有钱！！我是工作党！！！我不会要求半价包邮，不乱砍价！！！簪娘们我来了！！！,2022-01-17 20:57:17,6,评论
好棒[鼓掌]（题外话，我好像看到up圣微小姐姐了）,2022-01-17 20:09:00,4,评论
牛,2022-01-17 17:35:45,4,评论
保护，小心偷国,2022-01-17 16:54:58,2,评论
@清云手工花 看看这位大大！用卫生纸做花花超厉害！,2022-01-17 16:38:06,3,评论
你永远可以相信手作娘[脱单doge],2022-01-17 15:54:07,5,评论
这种技艺有没有个培训班，很多手艺失传就是没有得到宣传。,2022-01-17 15:29:09,5,评论
簪娘们，这个花花有兴趣吗[doge],2022-01-17 14:46:07,5,评论
在哪里购买啊,2022-01-17 14:28:06,5,评论
@清云手工花 这个up也很厉害的[哈哈] 感觉好像,2022-01-17 14:18:55,5,评论
在哪里能卖？,2022-01-17 13:34:59,5,评论
有店铺吗？,2022-01-17 13:34:23,5,评论
为什么一到这种视频就会有弹幕说发教程？生怕别人不知道你是偷国派来的杂碎吗[doge],2022-01-17 13:29:41,5,评论
有点买不起的感觉,2022-01-17 13:15:35,5,评论
韩国:这个花是我们韩国的思密达,2022-01-17 13:11:20,3,评论
嘿，很抱歉打断你🤚耽误您20秒时间如果可以的话请你点进去看看这位父亲@15花开    关注一下河南南阳二中的校园恶劣事件也许你的这一眼就会让真相大白拜托了（转）注：朋友，我的本心只是想去让更多人知道，请各位不要误会这是道德绑架啊！（哔哩哔哩）,2022-01-17 11:52:01,4,评论
冬奥会可以推广售卖中国传统手工艺品，让外国人也了解中国手艺。[喜欢][喜欢][喜欢],2022-01-17 11:29:49,5,评论
这个真细致啊,2022-01-17 10:49:44,5,评论
免费教学吗？我愿意学习,2022-01-17 08:54:34,5,评论
通草花烫花器特别贵[doge],2022-01-17 03:03:36,5,评论
通草花不用烫花器的，烫花器是用来做烫花的，通草塑形是用丸棒，镊子，手之类的，那是通草纸做的，他不能用烫花器,2022-03-03 13:49:14,3,回复
在哪买[妙啊],2022-01-17 01:09:08,6,评论
bgm是洛阳旧事嘛？,2022-01-17 00:42:33,5,评论
原来中国还有只技术？比起来塑料花就是垃圾,2022-01-16 23:50:40,3,评论
塑料便宜啊，一朵十块钱，缠花大一点的就五六十了，绒花上百，这种通草花中等也要七八十。而且比塑料的脆弱很多。,2022-01-17 03:09:09,5,回复
弹幕说选修课加点这种、你觉得躺平的大学老师会呢？课件都是十年前的,2022-01-16 23:50:28,5,评论
突然刷到了我微信列表里的[笑哭],2022-01-16 23:27:54,6,评论
本人手残党不行（手汗，手指还易抽筋）。。。,2022-01-16 23:06:49,5,评论
我说实话，这个比那个绒线花好看多了,2022-01-16 23:05:01,6,评论
好棒(●°u°●) 」,2022-01-16 22:39:16,4,评论
好漂亮，好想拥有。,2022-01-16 22:36:37,2,评论
一波韩国人正在赶来[doge],2022-01-16 18:39:41,3,评论
我去,2022-01-16 14:54:00,5,评论
有店铺链接吗？,2022-01-16 14:00:06,5,评论
space.bilibili.com/8530101,2022-01-16 23:08:15,4,回复
这个好好看,2022-01-16 13:59:17,5,评论
既然你也单独误发出来了我就在这回你一下，莫名其妙扣帽子有病吗？她一边说一边只会动嘴皮子说自己关注了，还对别人视频里正在学的妹子说丧气话，我说她这么痛心怎么不自己去学反而来bb别人正经学了的人，跟二鬼子有一毛钱关系吗？有病@LollipopQvQ,2022-01-16 13:53:09,6,评论
好漂亮[给心心],2022-01-16 12:05:40,5,评论
一定要传承下去啊,2022-01-16 11:35:37,3,评论
好好看,2022-01-16 10:07:03,5,评论
咸鱼上有挺多手工娘在做呢,2022-01-15 23:50:40,5,评论
文化先是传递保存活化，再是整理选择发扬，再是传播交流融合，最后才是改造创新，所以传统文化我们才走到第一步，创新是最后一步,2022-01-15 19:55:07,4,评论
这个我看纪录片的时候看到过，真的很好看！[拥抱],2022-01-15 12:21:44,5,评论
这些技艺过不了多久就会成为偷国的国粹,2022-01-15 10:10:57,5,评论
没意思，每个传统文化视频下面都能看到这种，人家能偷走固然有值得谴责的地方，可是我们自己没有错吗，好好反思，用行动传承比说什么都有用。自己传承得好人家偷走了虚名又怎样。,2022-01-15 19:25:46,2,回复
[给心心][给心心][给心心],2022-01-14 22:45:36,6,评论
棒子:我大寒冥国也要学这个!,2022-01-14 22:21:25,6,评论
好好看,2022-01-14 19:16:22,4,评论
这脏了啥弄？,2022-01-14 18:21:20,4,评论
实在心疼，某宝有玻璃罩卖,2022-01-14 20:35:26,6,回复
回复 @牙医和小白兔 :易损呀！这才应叫奢侈品呢！我记得我小时候，姑姑姑们结婚头上就带红绒花，留不了多久就坏了[辣眼睛],2022-01-17 18:04:53,4,回复
回复 @55yf :都娇贵，绒花，缠花一样不能碰水，哪怕是料器发饰金属发饰，戴久了一样会氧化（除了纯金的）,2022-01-17 03:07:38,5,回复
这个在网上有的卖不,2022-03-08 15:19:05,3,评论
呜呜，是通草花🌸哎[给心心],2022-02-11 11:43:38,5,评论
说得好像这玩意以前很多人会做的样子,2022-02-10 21:35:31,6,评论
簪娘们，我们来活了[牛年][牛年],2022-02-10 17:36:55,2,评论
簪娘们真的牛[笑哭],2022-02-10 12:24:52,3,评论
日本的技术,2022-02-10 06:27:21,3,评论
各位簪娘们，来活了[doge],2022-02-06 20:54:20,3,评论
我在故宫里的翊坤宫看过一盆兰花，真的那什么，假的好像真的一样，真的好像假的一样,2022-02-06 18:00:33,5,评论
想学,2022-02-05 14:34:22,6,评论
！我以前以为头上的是鲜花,2022-02-05 13:20:36,4,评论
学烘焙的人路过，曾经学做过以假乱真的威化纸花，至今那个花盒还在我家里摆着[鼓掌],2022-02-04 19:50:53,5,评论
通草纸太贵了[难过][难过][难过]挡住入坑的脚步,2022-02-04 17:35:52,5,评论
绝了，太美了✿ヽ(°▽°)ノ✿  我们汉服娘买起来，帮忙传承优秀非遗,2022-02-04 16:28:37,5,评论
给我传承起来[打call][打call],2022-02-03 12:29:32,4,评论
大学里有这种专业吗,2022-02-03 08:05:28,5,评论
蕴玉小姐姐b站就有号啊，去支持一下吧，有的教程出了才几百播放量[保卫萝卜_哭哭],2022-02-03 01:19:46,5,评论
昵称叫 做通草的蕴玉,2022-02-03 01:24:53,5,回复
文化传承只能靠哔站簪娘了[doge],2022-02-02 19:03:22,5,评论
？？？？？有培训班的,2022-02-02 15:07:46,6,评论
这女人可不是个好人啊！,2022-02-02 10:15:45,6,评论
假花的旁边是真花，真花的旁边是假花。,2022-02-02 09:57:31,5,评论
人家教外人吗[思考],2022-02-02 07:20:21,5,评论
簪娘太太们 出视频记得打水印 你懂的[脱单doge],2022-02-01 23:09:35,6,评论
好像，，，红楼梦里那个,2022-02-01 20:47:18,3,评论
怎么说呢，其实有很多人都想去学习非遗呀，但是没钱也没时间，生活还是很现实的，没钱就等于没饭吃，高强度的工作也压着人喘不过气。[请吃红小豆吧！_一脸懵逼],2022-02-01 12:26:38,5,评论
刚刚玩堕落玩偶，2.0充了一发，真就是真，假就是假,2022-02-01 05:48:00,5,评论
上大学时候我们学校也请了一些人来教非遗，当时我学的是一种傣族乐器，非常不好学，有一回我问那个人学这东西能挣钱吗，他苦笑了一下，因为我发现那些非遗传人好像都很穷，后来我上网查了一下绝大部分的非遗传人都及其贫穷而他们学的非遗几乎创造不了经济价值有时候还得倒搭钱真不知道学这东西有什么用。,2022-01-31 23:22:32,3,评论
说实话，我身边要是能接触到非遗传承，我也愿意去传承……可惜我接触的人家都只穿自己家人……,2022-01-31 23:10:24,5,评论
坐标扬州，之前扬州园林博览会时展馆里有人展览通草花，是一个小姐姐，师从戴富春大师做的花真的很好看。小姐姐抖音有号叫芳凝手作。,2022-01-31 20:48:18,3,评论
主要现在年轻人的耐心都被资本磨损光了，像这种不学十年不精的技艺，没几个有耐心去学，都想赚快钱，再加上现在温室大棚里种花的技术，想要什么花去花店买一朵就行了，现在年轻人的热情就那一会，这种耗时长的艺术品，没几个有热情。,2022-01-31 20:47:37,4,评论
通草花呢材质是什么呀？粘土？还是纸？,2022-01-31 18:33:41,6,评论
回复 @超硬核的沙雕舟舟 :哦哦,2022-03-03 17:20:13,6,回复
