评论内容,评论时间,评论人等级,评论类型
@机枪丶医生丶野战  我想说的是，我喜欢狐妖小红娘，我也想支持一下传统工艺，我买周边又没用你家钱。我自己想买就买，碍着你了？评论里的链接有条是我发的，你不爽大可举报，天天说骗钱骗钱，日本那边出几千块的周边也不见你们有什么意见啊？(⌒▽⌒),2016-09-05 21:22:53,6,评论
赞一个(｀・ω・´),2016-09-05 21:24:06,6,回复
赞你????(=・ω・=)说得对（≧㉨≦）,2016-09-05 21:27:30,5,回复
我觉得他的话需要多读几遍，别误伤了友军,2016-09-05 21:29:45,6,回复
前面两个挂了是有什么交易捏?,2016-09-05 19:12:13,6,评论
(=・ω・=)你猜……好吧其实就是被退回了，所以重来了一次,2016-09-05 19:16:16,6,回复
回复 @腾讯动漫:大师球（￣▽￣）,2016-09-05 19:18:00,6,回复
大师球（￣▽￣）,2016-09-05 20:00:48,6,回复
企鹅娘你们快去微博上也多宣传宣传嘛，只在b站发视频，很多人都不知道这个项目的！！！！！！！！！！！,2016-09-06 11:48:01,6,评论
我已发到空间！,2016-09-06 13:16:23,5,回复
我已发到微博,2016-09-07 14:04:53,6,回复
(=・ω・=)这个出了必须买，能有实际用处，漂亮，拿出去别人也不会用什么异样的眼光看你，家里人也不会觉得幼稚，这个想法真心好。,2016-09-05 20:21:36,6,评论
我去，太厉害了，这才是中国特色，我看谁敢说抄袭！要论中国这些传统工艺，哪国能赶得上来，千年底蕴在此呀。,2016-09-06 12:10:28,6,评论
让那些日渣没话说，我国动漫他们动不动就挑剔还说抄袭，这次看他们说什么,2016-09-06 17:51:15,6,回复
不买手办了！！！这些东西都戳心头肉啊！！！十分赞同热评的亲们说：中国传统文化和中国动漫一起营造出国内生生不息的产业链是最棒的,2016-09-06 08:42:20,6,评论
我说，这个如果有周边，我会买的。,2016-09-05 22:17:58,6,评论
参与募捐也可以得到啊，最低50元，看那个说明，想要什么就捐多少钱，相当于购买,2016-09-05 22:20:36,6,回复
有周边阿，详情看热评。这次是一次公益募捐活动，你捐的钱相当于买周边的钱，具体价钱看热评，又可以买东西又可以做公益不是很好么？,2016-09-05 22:21:56,6,回复
油纸伞好贵啊(´･_･`)还是考虑笔记本吧，希望腾讯爸爸多做这种公益活动啊，很喜欢如此中华特色的周边(｀・ω・´),2016-09-05 22:15:27,5,评论
本来是想买伞看到这价格（￣▽￣）,2016-09-05 22:20:07,5,回复
→_→说圈钱的，这是公益募捐，腾讯一分钱也拿不到，搞清楚ok？而且腾讯是参与不是发起，你要喷去查清楚点在喷。,2016-09-05 22:12:41,6,评论
而且这里本来就是广告区，为公益打广告也不算什么(=・ω・=),2016-09-05 22:13:43,6,回复
我我我把攒着买苏苏手办的钱捐了好了，好漂亮,2016-09-05 19:48:08,5,评论
你是有多激动？磕巴成这样。。。,2016-09-05 19:59:09,6,回复
这比手办鼠标垫好多了,2016-09-05 19:35:29,6,评论
非常棒的想法，有自己的特点、有发展前景，动漫产业和传统技艺相互支持，真的太棒了，腾讯大老爷你怎么这么6？ε=ε=(ノ≧∇≦)ノ,2016-09-05 19:53:02,6,评论
握爪～我也觉得这个想法太赞了～,2016-09-05 23:57:59,6,回复
tx的游戏天天坑钱，dnf坑，剑灵更坑，然后天天有人问候老马，现在才知道老马拿钱来支持中国的动画感觉到自己花的钱很值得,2016-09-16 11:30:17,6,评论
捐了5块，虽然不多，还是支持一下，之前看很多电影都在讲传统手艺的没落很是心塞，难得有这么一项活动，感觉发展好的话也能为那些传统手艺创造新的发展机会(=・ω・=),2016-09-07 22:27:07,5,评论
量力而行  有心就好  我也差不多  毕竟学生党   希望以后有经济能力的时候还有这样的活动,2016-09-07 23:31:14,6,回复
没看狐妖，不过好喜欢油纸伞，是时候憋个399了。,2016-09-07 00:54:53,6,评论
拿个团扇或撑把油伞去漫展，那感觉想想都酸爽！(°∀°)ﾉ,2016-09-05 23:37:23,6,评论
腾讯你对国漫太用心了腾讯爸爸加油(ง •̀_•́)ง,2016-09-05 19:52:10,6,评论
我到河北省来，看到天朝艺术与二次元结合在一起，好棒好棒！,2016-09-05 19:26:00,6,评论
哈哈哈，那些国漫黑们说中国的动漫周边不行的都被打脸了吧，要是中国认真了，日本的动漫产业链就是渣渣，这些你日本学一个看看,2016-09-16 09:47:21,6,评论
这些东西都融合了中国传统文化，都是独一无二的！,2016-09-18 18:26:05,6,回复
日漫就知道开后宫拯救世界,2016-09-19 23:56:11,5,回复
好想把这视频顶上首页,2016-09-05 22:11:26,5,评论
然后又有一群人嚷嚷着“借着文化传承的借口圈钱”之类的，把评论区搞得乌烟瘴气( ´_ゝ｀),2016-09-05 23:08:10,6,回复
回复 @对角巷的雪枭:（￣へ￣）圈钱他们就知道圈钱,2016-09-05 23:26:01,6,回复
挺不错的，能保留好多传统手艺，只是看不到苏绣和湘绣呢,2016-09-05 20:10:44,5,评论
应该是有传承的吧，这次买的人多，下次估计就看到了????,2016-09-05 20:19:26,5,回复
苏绣之类的玩的人还算多的吧。但是油纸伞、泥塑和皮影之类的，能见到的真的太少了。,2016-09-05 20:25:57,6,回复
回复 @橙子酱-czj:我家有一个皮影，可惜不会玩( ´_ゝ｀)……,2016-09-08 23:11:38,5,回复
已捐50，算是学生党力所能及的一件事,2016-09-10 15:26:02,6,评论
把中国非物质文化遗产，和动漫联系在一起，既在中国新一代的少年中树立了对文化追求的以及向往，有以文化的方式传播了二次元文化。享古典之盛宴，誉现代之精髓。,2016-09-09 23:37:51,6,评论
腾讯也有很多部门，游戏部门被喷的最惨，但腾讯动漫真心给赞,2016-09-09 12:34:57,6,评论
我要为腾讯游戏说句话我知道这应该会被喷但我还是说了。那些说腾讯游戏坑钱的是腾讯拿刀架你脖子上逼你冲的？不要做***还想立牌坊。我自己虽然才心悦V2的穷人到我知道钱是我自己只愿冲的不是谁逼的。好了想喷的喷吧╮(￣▽￣)╭,2016-09-09 06:34:04,5,评论
说出了我一直没敢说的话（/TДT)/,2016-09-10 01:10:22,6,回复
回复 @魔君圣剑:我说的充钱问题(〜￣△￣)〜不是VIP,2016-09-09 07:51:42,4,回复
回复 @焉能与烈阳争辉:心悦2还穷？我岂不是烂民了。(´இ皿இ｀),2016-09-09 07:49:20,6,回复
疆绣上的红红可能是印的(´；ω；`)不过也很漂亮（￣▽￣）,2016-09-08 23:25:31,5,评论
是印的，因为有宗教信仰，不能绣人,2016-09-09 01:43:43,5,回复
确实我看直播里说了，真是遗憾呀。,2016-09-09 19:46:10,6,回复
回复 @墨心无尘:人型的等于人,2016-09-09 15:16:31,5,回复
学生党表示买不起，但，已捐20元以表心意！,2016-09-06 13:13:51,5,评论
值得称赞你,2016-09-06 14:35:29,4,回复
棒到哭泣，也贵到哭泣钱包大哥幸苦你了又瘦了,2016-09-05 21:25:02,5,评论
几天后，某宝出现大批量机器复刻。老手工艺人为一个作品要付出的心血.创意…所以肯定要相应的价格。但在一个连付费看番都要怨声载道的群体，按现在这个群体普遍低龄化和现在的消费水平，私以为还是撑不起这个产业的(;¬_¬),2016-09-10 11:57:14,6,评论
某宝复刻23333这个版权问题就严重了，说不定就是腾讯打倒某宝的致命一击了（￣▽￣）,2016-09-11 14:59:43,6,回复
其实我已经做好吃土的准备了，只买正版是我的道德底线,2016-09-10 13:41:41,6,回复
感觉放在这个星期狐妖动画片头可能宣传效果会更好,2016-09-08 10:29:45,6,评论
然后真放片头看,2016-09-09 16:14:12,6,回复
这倒是出乎我的意料……腾讯出了个好点子啊……能产业化就好了,2016-09-07 13:36:21,6,评论
手工艺想多了产业化，,2016-09-07 23:22:49,6,回复
@齐天大肾余潇洒   肾肾快来,2016-09-06 21:17:34,6,评论
大家快叫肾肾起来，绝对很大反响╮(￣▽￣)╭,2016-09-08 14:51:28,6,回复
潇洒不看私信。。。。,2016-09-07 09:06:42,5,回复
回复 @千慧心:已经私信，希望大大能来看看(°∀°)ﾉ(°∀°)ﾉ(°∀°)ﾉ,2016-09-07 00:02:11,6,回复
顺便说一句，QQ钱包和微信钱包都可以找到腾讯公益，找到后进去，单打一个“二次元”就能找到这个活动。,2016-09-06 18:39:25,6,评论
自从TX重视动漫产业以后，对TX的好感biubiubiu直升，请容我喊一声TX粑粑（/TДT)/,2016-09-05 22:28:52,6,评论
→_→腾讯大佬爷，把坑来的钱投到得人心的项目上，然后坑更多的钱，然后名利双收，目光长远，但是还是很感动啊,2016-09-05 22:11:42,6,评论
公益募捐。这次可能是国漫求活的尝试吧，做得好确实能如您所说。,2016-09-05 22:25:31,6,回复
感觉腾讯这个创意太好了！！！,2016-09-05 20:40:36,5,评论
我也这么觉得～,2016-09-05 23:52:34,6,回复
腾讯爸爸要搞事情！我觉得这样做蛮好的，一方面促进国漫发展，一方面又让这些非物质文化遗产得以传承！,2016-09-05 19:57:10,6,评论
确实啊，这样的活动真心赞～,2016-09-05 23:57:25,6,回复
回复 @倒霉的竹雨:并不爱玩游戏。,2016-09-05 20:34:33,6,回复
所以说，你在游戏里充的每一分钱都是在为中国的崛起而奋斗，继续去充钱吧(°∀°)ﾉ,2016-09-05 20:00:25,6,回复
好像在众筹吧 1000000来着  QQ公益里面看到的,2016-09-05 19:55:37,5,评论
以捐50，感谢腾讯，感动ing(´；ω；`),2016-09-05 20:01:44,6,回复
手办先不说，这个请给我来一打,2016-09-05 19:37:46,6,评论
我不是针对其他的周边，我是说除了小红娘的周边之外都是辣鸡（表个感叹，地图炮别介(･∀･)）,2016-09-15 15:34:42,6,评论
勇者大冒险表示不服。。,2016-09-28 12:34:20,5,回复
顶一个,2016-09-16 14:57:55,5,回复
真的中国式周边√腾讯这次干的不错啊。。,2016-09-11 21:20:08,5,评论
我愿意到处宣传，即使以前对腾讯印象不怎么好，但是这次我自愿做一次水军(=・ω・=)(=・ω・=)(=・ω・=)我已经发到空间去了，另外有人说我是“腾讯内部人员”也无所谓了，反正尽量尽一份自己的力吧(〜￣△￣)〜(〜￣△￣)〜(〜￣△￣)〜,2016-09-08 18:28:10,6,评论
恭喜捐款数目破五万，企鹅娘我就抱走了(｀・ω・´)(｀・ω・´)(｀・ω・´),2016-09-07 17:47:53,6,评论
其实在这个视频简介就有捐款买周边的传送门。。。,2016-09-06 21:06:19,6,评论
没错……活动链接就是传送门~~~,2016-09-07 09:26:05,6,回复
想支持的一定要仔细看好说明啊，别出现纠纷,2016-09-06 18:07:57,6,评论
腾讯爸爸干得漂亮！中国已经越来越强大了，也有必要重新珍视咱们自己的文化了。,2016-09-06 14:00:48,6,评论
我发现了一个奇怪的事情：企鹅娘官方微博并没有转推这个视频...（￣▽￣）（￣▽￣）也不知道为什么~,2016-09-06 13:24:10,6,评论
回复 @逆行之吔屎:楼上说的不错，就拿王者荣耀，随便一个区玩家消费的何止千万。拿这事骗钱，才骗几百万？一旦曝光腾讯不知道要赔多少钱呢,2016-09-06 18:21:24,6,回复
回复 @逆行之吔屎:腾讯用得着吗……随便一个游戏都赚的比这多,2016-09-06 17:26:30,5,回复
回复 @入梦落樱满薰香:难道是想低调骗一波钱！？？？,2016-09-06 16:29:47,5,回复
这个周边众筹很强悍，去支持～！出了成品会挂在网上卖的吧？,2016-09-06 11:37:52,6,评论
对了，能不能也出 【灵契】的和【勇者大冒险】的之类……这样选择更多一点，支持的粉丝也会更多的吧,2016-09-06 11:40:50,6,回复
这不是众筹，这是公益广告。目的是为了宣传非遗产文化，也是给非遗产文化增加订单的同时也给粉丝带来优秀周边,2016-09-06 12:06:10,6,回复
回复 @神代瓷 :这跟一般的众筹还不太一样，是有公益性质的~主要目的并不是筹钱出周边...传统工艺如果真的要量产，难度还是比较大的~个人感觉~,2016-09-06 12:58:23,6,回复
虾米是中国特色？这就是特色啊！不管腾讯老爷是不是坑钱，这波安利我吃了。,2016-09-05 23:09:51,6,评论
回复 @PZ松鼠菌 :嗯嗯，就是这样~,2016-09-06 09:55:31,6,回复
回复 @入梦落樱满薰香:错了，收不到钱，但对腾讯动漫方面有很大的宣传,2016-09-05 23:28:43,6,回复
回复 @入梦落樱满薰香:嗯嗯。不掏钱，但是腾讯是个很大的受益方,2016-09-05 23:27:54,6,回复
官博娘之后可以出一些成品的细节图不？比如泥塑就没有成品图，刺绣也没绣完。虽然我已经压抑不住我的钱包了，但还是想要看清楚些。,2016-09-05 21:34:48,6,评论
还有笔记本可以根据不同的人出不同的内页，我想要全白的,2016-09-05 21:38:51,5,回复
都美爆了！！真的超有味道！,2016-09-05 20:51:56,6,评论
12月1日之前都可以捐款也就是买，不过这个到货需要一到两个月，因为手工传统制作而制作量有那么大，最好提前一两个月预订捐款,2016-09-05 20:46:09,6,评论
回复 @青鬼院落影:哦哦，没注意到，谢谢(￣3￣),2016-09-05 20:50:07,6,回复
回复 @PZ松鼠菌 :下，面有消息,2016-09-05 20:49:00,6,回复
回复@PZ松鼠菌:你看那个捐款页面一直往下拉，***就是,2016-09-05 20:48:43,6,回复
暴雪说自己是做游戏的，其实是做电影的。拳头说自己的做游戏的，其实是做音乐的。腾讯说自己是买游戏和做游戏的，其实是做动漫的。(=・ω・=),2016-09-05 20:04:03,6,评论
腾讯动漫和腾讯游戏只是兄弟关系，只有一个妈而已吧(-_-#),2016-09-05 20:05:38,4,回复
回复 @羽瀬川小鸠灬:马化腾个人都有超过20%的股份了吧  我记得,2016-09-07 12:58:11,6,回复
回复 @邪龙大帝:某中????国????工????商????银????行就是妈，马化腾是爸！(｡◕ˇ∀ˇ◕）,2016-09-05 22:44:57,6,回复
大家一起努力把传统变成“时尚”,2016-09-14 08:26:17,6,评论
希望中国元素借由动漫产业再次被人们所重视起来，我们的文化很美，谢谢马化腾，谢谢腾讯爸爸,2016-09-09 18:36:14,5,评论
459 皮影一套 119 团扇一把 50 窗花一张 399余杭油纸伞一把 139 疆绣笔记本一本  79 泥塑一对  个人觉得 笔记本要是换成钱包多好 ~，~,2016-09-08 10:35:46,6,评论
"一次尝试，一次突破，一次感动，一次希望，一次中国，we are chinese, I love China",2016-09-08 00:06:25,6,评论
love China forever！！！(〜￣△￣)〜,2016-09-08 18:52:54,6,回复
→_→油纸伞让我想起了想起了戴望舒的《雨巷》，399已到账,2016-09-07 23:31:19,6,评论
说真的这个真的很对啊，把新的动漫、宅文化和旧的中国的传统文化结合起来，不仅可以让更多人了解二次元，同时还能继续保持中国固有的传统文化和手艺。好了不说了我充钱去了,2016-09-06 21:13:44,6,评论
这里再来一楼，妈妈制造V爱官方回复好的，我们已经进行了修改，但是后台更改正在审核中，所以可能有一个时间的延迟性，如果您有朋友进行了捐款，您可以告诉他我们的公众号，这里留言一样可以的。感谢您的意见与支持！,2016-09-06 11:18:27,6,评论
腾讯我一次真心叫你一声爸爸。在腾讯我就服腾讯动漫！！！腾讯动漫赛高！！！,2016-09-06 02:46:40,6,评论
不得不说腾讯是一个让我（们？）又爱又恨的公司啊，对于感恩大回馈的不想说什么，但对于弘扬中华传统文化我支持，这比那些LOL，CF，天涯，这些的感恩回馈好太多了！,2016-09-05 23:04:31,6,评论
其实腾讯拿不到钱，但是这对扩大自己影响力，扩大小红娘知名度，以及对传统工艺的延承有很大的帮助,2016-09-05 23:48:26,5,回复
还有lol，cf我也不评价什么╮(￣▽￣)╭,2016-09-05 23:23:10,6,回复
看清楚，搞募捐的不是tx→_→市场营销扩大影响而已,2016-09-05 23:22:49,6,回复
腾讯爸爸应该把捐款地址附在简介里和视频里，不然很多人不知道,2016-09-05 22:53:31,6,评论
这才应该是中国手办的特色(･∀･),2016-09-05 22:14:26,5,评论
回复 @羽米:手办最好别买国产，质量大多不好，没收藏价值,2016-09-06 00:18:06,6,回复
回复 @羽米 :那个疆绣本本吧，感觉好看又结实。。。,2016-09-05 23:00:39,6,回复
回复 @牵4猪咬5狗:搞错了啊，那你想买那个,2016-09-05 22:57:17,5,回复
对了哦！企鹅娘投稿区是广告区，所以这个视频本来就是打广告的，分区已经说的很清楚了(⌒▽⌒)为公益募捐打广告，很不错哒！,2016-09-05 22:14:24,6,评论
伙计们呐，你们口口声声说传承文化可是你们真的有去了解这些文化吗？,2016-09-05 21:42:50,5,评论
(｀・ω・´)我们只想保护，贡献一分力量，没有传承的意志。,2016-09-05 21:44:24,4,回复
各司其职，我们只需要去了解支持就好了。专业的东西，比如传承就交给他们吧，我们只是贡献了我们自己的力量啊，有什么不好吗？我还期待着我们以后的后辈能够因为我们这些微不足道的力量而能够更加方便地区学习了解这些东西呢！,2016-09-05 22:12:45,5,回复
→_→总比某些直接喷的人要好。,2016-09-05 21:45:04,6,回复
等等。。。。话说皮影戏。。不来一波月红小剧场嘛@腾讯动漫(￣3￣),2016-09-05 20:24:08,4,评论
我看到那个刻纸的师傅工作室的天花板都是破的。。。不得不说这一次，腾讯粑粑好样的(￣3￣),2016-09-05 20:10:42,4,评论
喜欢油纸伞和刺绣！！,2016-09-05 19:42:27,6,评论
我也是我也是????,2016-09-05 19:54:13,5,回复
我怎么觉得不应该放在广告区啊，人太少了，顶不起来啊（￣▽￣）,2016-09-10 22:39:16,6,评论
嗯，建议再发发一次,2016-09-11 16:25:16,5,回复
油纸伞的工艺真的比你们想象中的要复杂,2016-09-10 01:12:51,6,评论
简直不要太酷炫！！！与传统文化的结合简直不要太给力！！！今晚看了很多重口视频都无感，看到这个瞬间就起鸡皮疙瘩。。。。,2016-09-10 00:18:28,6,评论
捐款数飙升中，31日起至今日9点，已筹得6W2。距离目标100W还剩93W8元,2016-09-07 21:17:26,6,评论
一个国家的强大 和其文化的传播和发展密不可分 支持,2016-09-07 16:04:15,5,评论
狐妖真女儿！不过好棒！！,2016-09-06 19:28:29,6,评论
那些说坑钱的。。。。。你们没看到这是公益活动么？有专门的接收机构的，中国妇女发展基金会（具有国家民政部门许可的公开募款资质），腾讯也并非发起方。所以腾讯是不可能拿到钱的。,2016-09-05 21:51:17,6,评论
→_→那个说赚死宅钱的，你不知道这个是公开募捐？谁说只有看动漫的捐？,2016-09-05 21:37:59,6,评论
这周边与传统文化的结合简直完美。,2016-09-05 20:35:42,6,评论
同意～狐妖小红娘本身就有古典气质～,2016-09-05 23:53:31,6,回复
这比周边什么的有意思多了！,2016-09-05 20:21:03,5,评论
确实是很有创意，也很有意义的活动啊～,2016-09-05 23:54:50,6,回复
TX啊，你坑了我那么多钱终于做了件好事了,2017-03-06 14:22:01,6,评论
不就是399吗！论！吨！买！,2016-09-11 10:28:08,6,评论
请麻烦各位举报一下506楼的评论，好辣眼睛，谢谢。,2016-09-10 00:50:10,6,评论
皮影已入手，疆绣估计红红是印的花是绣的，但这并不妨碍我买它（￣▽￣）,2016-09-09 07:55:32,6,评论
疆绣确实如你所说，好像听直播说他们那儿，人脸不能绣东西呢。,2016-09-09 19:45:33,6,回复
现在已经有十万了   十分之一已达成(°∀°)ﾉ(°∀°)ﾉ(°∀°)ﾉ,2016-09-08 13:31:08,6,评论
我捐了550(〜￣△￣)〜只求狐妖动画多播一秒正片(´；ω；`),2016-09-07 19:31:18,6,评论
土豪你好～我买得起笔记本,2016-09-08 23:02:54,6,回复
为什么是这个数？,2016-09-07 20:55:35,6,回复
恩。。。持续四个月，每个月生活费发了来一次，可以买四件呢(=・ω・=),2016-09-07 18:11:57,6,评论
我刚去捐了6元，穷孩子伤不起,2016-09-07 16:05:16,6,评论
回复 @小嗥:视频简介直达,2016-09-07 17:36:32,6,回复
求问。。。。。。,2016-09-07 17:09:52,5,回复
怎么捐？求闫,2016-09-07 17:09:40,5,回复
皮⋯⋯皮影⋯⋯可以的啊！！不知道我海宁皮影够不够格。,2016-09-06 19:51:06,5,评论
在什么地方买啊,2016-09-06 18:32:17,5,评论
